"","datetime","xa_raw","ya_raw","za_raw","xa_cal","ya_cal","za_cal","xm_raw","ym_raw","zm_raw","xm_cal","ym_cal","zm_cal","a_modulus","xa_norm","ya_norm","za_norm","Gproj_XY","tiltAngle","pitchRadians","rollRadians","azimuthDegrees","m_modulus","xm_norm","ym_norm","zm_norm","xm_comp","ym_comp","zm_comp","headingDegrees","azimuthDegrees_adjusted","Pertsev"
"1",2016-03-26 18:45:00,-89,-212,1017,-106.8079545,-196.5701753,1013.974513,219,179,-345,27795.04253,12840.88006,-25068.44019,1038.4,-0.1029,-0.1893,0.9765,0.2154,12.4,0.103,-0.1905,241.5,39571.2,0.7024,0.3245,-0.6335,0.6335,0.1857,-0.7511,16.3,257.8,NA
"2",2016-03-26 19:00:00,-94,-128,1027,-111.7574115,-116.2679043,1023.956321,214,160,-359,27360.5935,11308.16534,-26335.12138,1036.6,-0.1078,-0.1122,0.9878,0.1556,9,0.108,-0.1124,226.1,39623.4,0.6905,0.2854,-0.6646,0.6148,0.2011,-0.7626,18.1,244.2,NA
"3",2016-03-26 19:15:00,-127,-128,1025,-143.8873325,-116.2393893,1021.988681,218,177,-345,27711.97153,12679.02987,-25069.03646,1038.6,-0.1385,-0.1119,0.984,0.1781,10.3,0.139,-0.1122,218.9,39461,0.7023,0.3213,-0.6353,0.6075,0.238,-0.7578,21.4,240.3,NA
"4",2016-03-26 19:30:00,-139,-134,1024,-155.5653405,-121.9642143,1020.998012,220,179,-341,27880.19857,12841.1761,-24706.33757,1040,-0.1496,-0.1173,0.9818,0.1901,11,0.1502,-0.1175,218.1,39403.1,0.7076,0.3259,-0.627,0.6058,0.2385,-0.759,21.5,239.6,NA
"5",2016-03-26 19:45:00,-180,-176,1014,-195.4426355,-162.0796693,1011.070614,230,203,-322,28730.76573,14779.80792,-22984.54641,1042.5,-0.1875,-0.1555,0.9699,0.2436,14.1,0.1886,-0.1561,219.7,39650.8,0.7246,0.3727,-0.5797,0.6031,0.2586,-0.7546,23.2,242.9,NA
"6",2016-03-26 20:00:00,-171,-152,1015,-186.7020445,-139.1471833,1012.077147,231,183,-327,28793.16724,13169.96764,-23433.42538,1038.5,-0.1798,-0.134,0.9745,0.2242,13,0.1808,-0.1344,216.7,39390.6,0.731,0.3343,-0.5949,0.6121,0.2353,-0.755,21,237.7,NA
"7",2016-03-26 20:15:00,-173,-144,1016,-188.6571165,-131.4979183,1013.075674,236,174,-329,29192.73426,12448.86652,-23609.23173,1038.8,-0.1816,-0.1266,0.9752,0.2214,12.8,0.1826,-0.1269,214.9,39554.8,0.738,0.3147,-0.5969,0.6174,0.2209,-0.755,19.7,234.6,NA
"8",2016-03-26 20:30:00,-182,-179,1012,-197.3863265,-164.9469443,1009.086727,229,198,-321,28646.37281,14376.17807,-22894.52041,1041.4,-0.1895,-0.1584,0.969,0.247,14.3,0.1907,-0.1591,219.9,39388.4,0.7273,0.365,-0.5812,0.6039,0.2481,-0.7574,22.3,242.2,NA
"9",2016-03-26 20:45:00,-223,-232,994,-237.2500105,-215.5829743,991.2210198,232,236,-296,28941.42598,17436.77751,-20637.6901,1041.8,-0.2277,-0.2069,0.9515,0.3077,17.9,0.2298,-0.2084,222.3,39592.4,0.731,0.4404,-0.5213,0.5931,0.2914,-0.7506,26.2,248.4,NA
"10",2016-03-26 21:00:00,-172,-170,1016,-187.6597175,-156.3503853,1013.054246,229,192,-326,28637.49968,13893.39088,-23345.56802,1042.1,-0.1801,-0.15,0.9721,0.2344,13.6,0.1811,-0.1506,219.8,39473.4,0.7255,0.352,-0.5914,0.6071,0.2411,-0.7571,21.7,241.5,NA
"11",2016-03-26 21:15:00,-253,-258,980,-266.4298585,-240.4184363,977.3369118,246,228,-280,30092.11653,16800.88279,-19180.56528,1041.1,-0.2559,-0.2309,0.9387,0.3447,20.2,0.2588,-0.233,222.1,39442.4,0.7629,0.426,-0.4863,0.6131,0.2608,-0.7457,23,245.1,NA
"12",2016-03-26 21:30:00,-158,-161,1019,-174.0380185,-147.7582853,1016.028802,226,185,-333,28381.32012,13328.05602,-23979.55071,1041.4,-0.1671,-0.1419,0.9757,0.2192,12.7,0.1679,-0.1424,220.3,39473.5,0.719,0.3376,-0.6075,0.6074,0.2322,-0.7597,20.9,241.3,NA
"13",2016-03-26 21:45:00,-197,-213,1004,-211.9566315,-197.4378913,1001.136547,236,206,-309,29234.12494,15024.46694,-21805.82748,1042.2,-0.2034,-0.1894,0.9606,0.2779,16.1,0.2048,-0.1906,223,39444.4,0.7411,0.3809,-0.5528,0.6132,0.2429,-0.7516,21.6,244.6,NA
"14",2016-03-26 22:00:00,-194,-178,1011,-209.0707255,-163.9809663,1008.101707,237,188,-321,29291.77171,13576.51171,-22887.19514,1042.5,-0.2005,-0.1573,0.967,0.2549,14.8,0.2019,-0.1579,218.1,39574.7,0.7402,0.3431,-0.5783,0.6091,0.2263,-0.7601,20.4,238.5,NA
"15",2016-03-26 22:15:00,-187,-211,1006,-202.2227395,-195.5337493,1003.116059,224,218,-312,28261.14507,15982.62804,-22087.50292,1041.8,-0.1941,-0.1877,0.9629,0.27,15.7,0.1953,-0.1888,224,39268.2,0.7197,0.407,-0.5625,0.5968,0.27,-0.7556,24.3,248.4,NA
"16",2016-03-26 22:30:00,-140,-172,1020,-156.5025235,-158.2880313,1017.003076,221,182,-336,27968.45634,13083.03121,-24254.20233,1041.1,-0.1503,-0.152,0.9769,0.2138,12.3,0.1509,-0.1526,225.3,39264.1,0.7123,0.3332,-0.6177,0.6114,0.2202,-0.7601,19.8,245.1,NA
"17",2016-03-26 22:45:00,-194,-183,1007,-209.0643765,-168.7633393,1004.132956,235,201,-317,29141.72294,14621.82985,-22528.74853,1039.5,-0.2011,-0.1624,0.966,0.2585,15,0.2025,-0.1631,218.9,39630.6,0.7353,0.369,-0.5685,0.606,0.2496,-0.7553,22.4,241.3,NA
"18",2016-03-26 23:00:00,-188,-171,1012,-203.2355965,-157.2948343,1009.095859,237,183,-320,29288.97525,13173.61913,-22796.37633,1041.3,-0.1952,-0.1511,0.9691,0.2468,14.3,0.1964,-0.1516,217.7,39383.5,0.7437,0.3345,-0.5788,0.6164,0.223,-0.7552,19.9,237.6,NA
"19",2016-03-26 23:15:00,-159,-218,1009,-174.9551785,-202.2476953,1006.071459,225,208,-322,28326.46982,15178.90383,-22989.00186,1041,-0.1681,-0.1943,0.9664,0.2569,14.9,0.1689,-0.1955,229.1,39513.1,0.7169,0.3841,-0.5818,0.6089,0.242,-0.7554,21.7,250.8,11.4133333333333
"20",2016-03-26 23:30:00,-172,-163,1016,-187.6661085,-149.6595823,1013.059895,227,194,-327,28474.89142,14053.13955,-23437.67765,1041.1,-0.1803,-0.1438,0.9731,0.2306,13.3,0.1812,-0.1442,218.6,39466.9,0.7215,0.3561,-0.5939,0.6026,0.2497,-0.758,22.5,241.1,11.2266666666667
"21",2016-03-26 23:45:00,-205,-136,1017,-219.8220185,-123.8212633,1014.087581,239,182,-324,29447.87129,13094.97845,-23156.00221,1045,-0.2104,-0.1185,0.9704,0.2414,14,0.2119,-0.1188,209.4,39684.5,0.7421,0.33,-0.5835,0.6027,0.2416,-0.7605,21.8,231.2,12.06
"22",2016-03-27 00:00:00,-190,-159,1015,-205.1952125,-145.8206393,1012.079972,234,190,-322,29047.567,13735.52311,-22980.09759,1042.9,-0.1968,-0.1398,0.9704,0.2414,14,0.198,-0.1403,215.4,39503.3,0.7353,0.3477,-0.5817,0.6065,0.2443,-0.7566,21.9,237.3,11.14
"23",2016-03-27 00:15:00,-178,-192,1010,-193.4789215,-177.3779873,1007.092094,234,193,-322,29049.77882,13977.19247,-22980.39241,1040.7,-0.1859,-0.1704,0.9677,0.2522,14.6,0.187,-0.1713,222.5,39589.8,0.7338,0.3531,-0.5805,0.6131,0.2274,-0.7566,20.4,242.9,11.56
"24",2016-03-27 00:30:00,-210,-168,1011,-224.6584315,-154.4080683,1008.116913,242,190,-317,29704.78812,13740.86976,-22522.1178,1044.3,-0.2151,-0.1479,0.9653,0.261,15.1,0.2168,-0.1484,214.5,39729.5,0.7477,0.3459,-0.5669,0.6082,0.2364,-0.7577,21.2,235.7,11.6866666666667
"25",2016-03-27 00:45:00,-139,-157,1018,-155.5416655,-143.9531233,1015.032377,226,175,-342,28365.93831,12523.48423,-24791.51502,1036.9,-0.15,-0.1388,0.9789,0.2044,11.8,0.1506,-0.1393,222.8,39699.9,0.7145,0.3155,-0.6245,0.6128,0.2118,-0.7614,19.1,241.9,11.02
"26",2016-03-27 01:00:00,-233,-145,1004,-247.0705115,-132.4086513,1001.207479,255,174,-311,30759.08506,12460.88919,-21968.2741,1039.7,-0.2376,-0.1274,0.963,0.2696,15.6,0.2399,-0.1277,208.2,39799.5,0.7729,0.3131,-0.552,0.6195,0.2189,-0.7538,19.5,227.6,11.68
"27",2016-03-27 01:15:00,-163,-126,1020,-178.9387245,-114.2988983,1017.050456,233,167,-338,28934.7749,11883.75228,-24423.86932,1039,-0.1722,-0.11,0.9789,0.2044,11.8,0.1731,-0.1102,212.6,39685.9,0.7291,0.2994,-0.6154,0.6122,0.2171,-0.7603,19.5,232.1,10.7466666666667
"28",2016-03-27 01:30:00,-176,-151,1015,-191.5712625,-138.1867893,1012.080184,238,183,-328,29363.45252,13175.23885,-23518.2031,1039.3,-0.1843,-0.133,0.9738,0.2273,13.1,0.1854,-0.1334,215.8,39861.1,0.7366,0.3305,-0.59,0.6153,0.2324,-0.7533,20.7,236.5,10.9066666666667
"29",2016-03-27 01:45:00,-168,-119,1019,-183.8129745,-107.6043373,1016.067156,236,165,-340,29176.30993,11725.0718,-24601.94922,1038.2,-0.1771,-0.1036,0.9787,0.2052,11.8,0.178,-0.1038,210.3,39924.8,0.7308,0.2937,-0.6162,0.6101,0.2158,-0.7623,19.5,229.8,11.4066666666667
"30",2016-03-27 02:00:00,-157,-105,1020,-173.1159315,-94.23196732,1017.064727,233,156,-343,28922.21541,10998.18281,-24874.42556,1036,-0.1671,-0.091,0.9817,0.1903,11,0.1679,-0.0911,208.6,39701.3,0.7285,0.277,-0.6265,0.6136,0.2086,-0.7616,18.8,227.3,9.94
"31",2016-03-27 02:15:00,-144,-124,1022,-160.4418835,-112.4029733,1019.025954,230,162,-340,28684.51938,11478.9788,-24606.41131,1037.7,-0.1546,-0.1083,0.982,0.1888,10.9,0.1552,-0.1085,215,39497.4,0.7262,0.2906,-0.623,0.6212,0.2101,-0.755,18.7,233.7,10.7933333333333
"32",2016-03-27 02:30:00,-91,-129,1028,-108.8359615,-117.2256653,1024.945355,210,166,-355,27042.19091,11788.11375,-25977.5725,1037.4,-0.1049,-0.113,0.988,0.1542,8.9,0.1051,-0.1132,227.1,39307.4,0.688,0.2999,-0.6609,0.6148,0.2155,-0.7586,19.3,246.4,9.88
"33",2016-03-27 02:45:00,-121,-118,1025,-138.0544965,-106.6865773,1021.994075,221,157,-352,27935.78615,11070.88474,-25696.98469,1036.8,-0.1332,-0.1029,0.9857,0.1683,9.7,0.1336,-0.1031,217.7,39538.7,0.7065,0.28,-0.6499,0.6137,0.2026,-0.7631,18.3,236,10.5666666666667
"34",2016-03-27 03:00:00,-142,-125,1024,-158.4945405,-113.3590143,1021.006613,226,167,-345,28357.37044,11879.36351,-25061.71119,1039.4,-0.1525,-0.1091,0.9823,0.1875,10.8,0.1531,-0.1093,215.6,39665.5,0.7149,0.2995,-0.6318,0.6102,0.2177,-0.7617,19.6,235.2,10.22
"35",2016-03-27 03:15:00,-126,-103,1027,-142.9373885,-92.34296332,1023.990768,226,153,-350,28342.59913,10752.12468,-25511.97261,1038,-0.1377,-0.089,0.9865,0.1639,9.4,0.1381,-0.0891,212.9,39620.3,0.7154,0.2714,-0.6439,0.6199,0.2048,-0.7575,18.3,231.1,9.66
"36",2016-03-27 03:30:00,-184,-186,1012,-199.3272575,-171.6359213,1009.08197,234,197,-320,29054.5077,14299.19768,-22800.1306,1042.8,-0.1911,-0.1646,0.9677,0.2522,14.6,0.1923,-0.1653,220.7,39604,0.7336,0.3611,-0.5757,0.6101,0.24,-0.7551,21.5,242.2,10.82
"37",2016-03-27 03:45:00,-69,-104,1030,-87.43913645,-93.34841232,1026.938076,207,150,-372,26770.47692,10498.87387,-27513.94522,1034.9,-0.0845,-0.0902,0.9923,0.1236,7.1,0.0846,-0.0903,226.9,39798.3,0.6727,0.2638,-0.6913,0.6118,0.1955,-0.7665,17.7,244.6,10.0266666666667
"38",2016-03-27 04:00:00,-186,-151,1015,-201.3078725,-138.1776593,1012.084644,237,180,-325,29282.31394,12932.5013,-23247.71875,1041.1,-0.1934,-0.1327,0.9721,0.2345,13.6,0.1946,-0.1331,214.5,39562.1,0.7402,0.3269,-0.5876,0.6126,0.2285,-0.7567,20.5,234.9,10.0333333333333
"39",2016-03-27 04:15:00,-187,-151,1015,-202.2815335,-138.1767463,1012.08509,236,180,-328,29198.04779,12932.09494,-23519.49392,1041.3,-0.1943,-0.1327,0.9719,0.2353,13.6,0.1955,-0.1331,214.3,39660.2,0.7362,0.3261,-0.593,0.607,0.227,-0.7616,20.5,234.8,10.48
"40",2016-03-27 04:30:00,-130,-155,1021,-146.7818805,-142.0472613,1018.003514,225,173,-342,28282.86731,12361.63405,-24792.1113,1038.3,-0.1414,-0.1368,0.9805,0.1967,11.3,0.1418,-0.1372,224.1,39590.1,0.7144,0.3122,-0.6262,0.6187,0.2107,-0.7569,18.8,242.9,9.92
"41",2016-03-27 04:45:00,-104,-108,1027,-121.5122815,-97.14219432,1023.976921,215,155,-359,27438.50359,10906.12034,-26333.8372,1035.7,-0.1173,-0.0938,0.9887,0.1502,8.6,0.1176,-0.0939,218.6,39563.7,0.6935,0.2757,-0.6656,0.6106,0.2048,-0.765,18.5,237.2,10.4
"42",2016-03-27 05:00:00,-137,-171,1021,-153.5828995,-157.3341343,1017.993724,223,185,-336,28133.86106,13326.17512,-24252.91151,1041.5,-0.1475,-0.1511,0.9775,0.2111,12.2,0.148,-0.1517,225.7,39462.7,0.7129,0.3377,-0.6146,0.6145,0.2261,-0.7558,20.2,245.9,10.1333333333333
"43",2016-03-27 05:15:00,-143,-147,1025,-159.4485615,-134.3855323,1021.980484,228,172,-341,28527.8093,12283.1791,-24699.30712,1043,-0.1529,-0.1288,0.9798,0.1999,11.5,0.1535,-0.1292,220.1,39683.3,0.7189,0.3095,-0.6224,0.6153,0.2135,-0.7588,19.1,239.3,9.98666666666667
"44",2016-03-27 05:30:00,-111,-116,1027,-128.3206045,-104.7824353,1023.973587,217,162,-358,27607.74731,11471.37976,-26242.61202,1037.3,-0.1237,-0.101,0.9872,0.1597,9.2,0.124,-0.1012,219.2,39780.1,0.694,0.2884,-0.6597,0.6071,0.2121,-0.7658,19.3,238.5,10.6933333333333
"45",2016-03-27 05:45:00,-131,-135,1024,-147.7751395,-122.9273473,1020.993637,227,166,-344,28439.11952,11799.43402,-24970.49265,1038.9,-0.1422,-0.1183,0.9827,0.185,10.7,0.1427,-0.1186,219.8,39642.6,0.7174,0.2976,-0.6299,0.6205,0.2097,-0.7556,18.7,238.4,9.9
"46",2016-03-27 06:00:00,-155,-115,1020,-171.1594795,-103.7920833,1017.055765,233,162,-341,28928.41885,11481.30092,-24694.3603,1036.6,-0.1651,-0.1001,0.9812,0.1931,11.1,0.1659,-0.1003,211.2,39730.2,0.7281,0.289,-0.6216,0.6155,0.2141,-0.7585,19.2,230.4,10.04
"47",2016-03-27 06:15:00,-183,-136,1014,-198.4001385,-123.8437703,1011.104232,240,169,-330,29514.54381,12049.14365,-23695.89654,1037.8,-0.1912,-0.1193,0.9743,0.2254,13,0.1924,-0.1196,212,39721.4,0.743,0.3033,-0.5966,0.6153,0.2143,-0.7586,19.2,231.2,10.3466666666667
"48",2016-03-27 06:30:00,-117,-121,1025,-134.1571135,-109.5577163,1021.98987,222,159,-356,28015.29756,11233.17615,-26057.69822,1036.6,-0.1294,-0.1057,0.9859,0.1671,9.6,0.1298,-0.1059,219.2,39875.4,0.7026,0.2817,-0.6535,0.6121,0.202,-0.7645,18.3,237.5,10.0466666666667
"49",2016-03-27 06:45:00,-165,-168,1014,-180.8450245,-154.4467323,1011.07038,236,179,-332,29193.75093,12851.97971,-23880.70544,1038.7,-0.1741,-0.1487,0.9734,0.229,13.2,0.175,-0.1493,220.5,39846.4,0.7327,0.3225,-0.5993,0.6171,0.2122,-0.7577,19,239.5,10.6133333333333
"50",2016-03-27 07:00:00,-142,-124,1024,-158.4954535,-112.4031853,1021.00742,224,166,-343,28195.22005,11797.1119,-24882.54365,1039.3,-0.1525,-0.1081,0.9824,0.187,10.8,0.1531,-0.1084,215.3,39411.7,0.7154,0.2993,-0.6313,0.6108,0.2183,-0.7611,19.7,235,9.88
"51",2016-03-27 07:15:00,-147,-86,1022,-163.3975605,-76.07873232,1019.057958,228,158,-348,28511.2582,11156.16088,-25330.22344,1034.9,-0.1579,-0.0735,0.9847,0.1742,10,0.1586,-0.0736,205,39736.3,0.7175,0.2808,-0.6375,0.6079,0.2254,-0.7614,20.3,225.3,10.1666666666667
"52",2016-03-27 07:30:00,-180,-103,1016,-195.5101765,-92.30253832,1013.111883,233,169,-336,28938.02925,12044.64457,-24243.41097,1035.9,-0.1887,-0.0891,0.978,0.2087,12,0.1899,-0.0892,205.3,39626.1,0.7303,0.304,-0.6118,0.6017,0.2369,-0.7628,21.5,226.8,10.9866666666667
"53",2016-03-27 07:45:00,-150,-175,1018,-166.2355025,-161.1480023,1015.022757,226,184,-332,28381.47275,13247.38926,-23889.12499,1041.1,-0.1597,-0.1548,0.975,0.2224,12.8,0.1604,-0.1554,224.1,39391.5,0.7205,0.3363,-0.6065,0.6144,0.2218,-0.7572,19.8,244,10.0133333333333
"54",2016-03-27 08:00:00,-163,-122,1016,-178.9405925,-110.4788103,1013.088968,237,158,-338,29254.52527,11161.69328,-24419.81359,1034.7,-0.1729,-0.1068,0.9791,0.2032,11.7,0.1738,-0.107,211.7,39708.2,0.7367,0.2811,-0.615,0.6193,0.2012,-0.759,18,229.7,10.4466666666667
"55",2016-03-27 08:15:00,-140,-149,1019,-156.5230765,-136.3047713,1016.030458,225,175,-341,28285.23176,12522.63665,-24701.98039,1037,-0.1509,-0.1314,0.9798,0.2001,11.5,0.1515,-0.1318,221.1,39586.1,0.7145,0.3163,-0.624,0.6122,0.2183,-0.76,19.6,240.7,10.4133333333333
"56",2016-03-27 08:30:00,-201,-142,1012,-215.9196665,-129.5639243,1009.12506,248,173,-319,30180.05342,12376.05428,-22696.34515,1040.1,-0.2076,-0.1246,0.9702,0.2421,14,0.2091,-0.1249,211,39738.2,0.7595,0.3114,-0.5711,0.6244,0.2198,-0.7496,19.4,230.4,10.6066666666667
"57",2016-03-27 08:45:00,-175,-193,1010,-190.5570255,-178.3365553,1007.089949,233,191,-323,28965.81792,13815.45259,-23071.31613,1040.4,-0.1832,-0.1714,0.968,0.2509,14.5,0.1842,-0.1723,223.1,39524.3,0.7329,0.3495,-0.5837,0.6135,0.223,-0.7575,20,243.1,10.8333333333333
"58",2016-03-27 09:00:00,-168,-146,1017,-183.7874315,-133.4133343,1014.063009,235,173,-331,29108.62073,12367.79341,-23790.58118,1039.2,-0.1769,-0.1284,0.9758,0.2185,12.6,0.1778,-0.1287,216,39576.1,0.7355,0.3125,-0.6011,0.6176,0.2173,-0.7559,19.4,235.4,10.28
"59",2016-03-27 09:15:00,-177,-161,1015,-192.5357935,-147.7441663,1012.07256,233,182,-328,28954.73297,13090.99603,-23522.06892,1040.8,-0.185,-0.142,0.9724,0.2332,13.5,0.1861,-0.1424,217.5,39535.3,0.7324,0.3311,-0.595,0.6097,0.2255,-0.7599,20.3,237.8,10.7466666666667
"60",2016-03-27 09:30:00,-189,-205,1003,-204.1742015,-189.7993703,1000.148256,235,197,-314,29141.44355,14299.27311,-22257.37309,1038.3,-0.1966,-0.1828,0.9633,0.2685,15.6,0.1979,-0.1838,222.9,39358.4,0.7404,0.3633,-0.5655,0.6147,0.2292,-0.7547,20.4,243.4,11.08
"61",2016-03-27 09:45:00,-167,-191,1014,-182.7713475,-176.4289733,1011.052711,235,185,-327,29121.0276,13334.02964,-23430.45065,1042.5,-0.1753,-0.1692,0.9699,0.2437,14.1,0.1762,-0.1701,224,39684,0.7338,0.336,-0.5904,0.6189,0.211,-0.7566,18.8,242.8,10.0933333333333
"62",2016-03-27 10:00:00,-207,-199,1005,-221.7064695,-184.0463483,1002.143484,247,178,-311,30109.26251,12777.21683,-21975.00974,1042.7,-0.2126,-0.1765,0.9611,0.2763,16,0.2143,-0.1774,219.7,39404.6,0.7641,0.3243,-0.5577,0.6281,0.1943,-0.7535,17.2,236.9,10.92
"63",2016-03-27 10:15:00,-203,-181,1010,-217.8304895,-166.8410433,1007.112121,242,189,-315,29705.83065,13660.09269,-22341.36463,1043.8,-0.2087,-0.1598,0.9648,0.2629,15.2,0.2102,-0.1605,217.4,39600.1,0.7501,0.345,-0.5642,0.6159,0.2273,-0.7543,20.3,237.7,10.74
"64",2016-03-27 10:30:00,-158,-154,1016,-174.0430715,-141.0699033,1013.060914,229,176,-334,28618.58413,12605.37005,-24066.61525,1037.5,-0.1677,-0.136,0.9764,0.2159,12.5,0.1685,-0.1364,219,39460.4,0.7252,0.3194,-0.6099,0.6127,0.2182,-0.7596,19.6,238.6,10.02
"65",2016-03-27 10:45:00,-196,-159,1012,-211.0358405,-145.8175823,1009.109111,239,181,-323,29448.02392,13014.31168,-23065.57649,1041.2,-0.2027,-0.14,0.9692,0.2464,14.3,0.2041,-0.1405,214.6,39605.3,0.7435,0.3286,-0.5824,0.6101,0.2244,-0.7599,20.2,234.8,10.2466666666667
"66",2016-03-27 11:00:00,-175,-166,1016,-190.5843525,-152.5243303,1013.058812,231,184,-329,28792.12471,13250.7447,-23614.17855,1042.1,-0.1829,-0.1464,0.9722,0.2343,13.5,0.1839,-0.1469,218.7,39524.7,0.7285,0.3353,-0.5975,0.6069,0.2262,-0.7619,20.4,239.1,9.7
"67",2016-03-27 11:15:00,-126,-133,1025,-142.9091065,-121.0194473,1021.9842,224,167,-346,28193.28763,11877.99927,-25153.62427,1039,-0.1375,-0.1165,0.9836,0.1802,10.4,0.138,-0.1167,220.3,39606.2,0.7118,0.2999,-0.6351,0.6177,0.2132,-0.7569,19,239.3,10.2066666666667
"68",2016-03-27 11:30:00,-122,-117,1024,-139.0286245,-105.7306423,1021.004149,225,151,-352,28257.74833,10590.49511,-25693.22379,1035.8,-0.1342,-0.1021,0.9857,0.1686,9.7,0.1346,-0.1023,217.3,39633.3,0.713,0.2672,-0.6483,0.6195,0.1905,-0.7615,17.1,234.3,9.54666666666667
"69",2016-03-27 11:45:00,-140,-152,1024,-156.5225675,-139.1682233,1020.983932,222,178,-339,28044.43401,12761.87358,-24523.99877,1042.2,-0.1502,-0.1335,0.9796,0.201,11.6,0.1507,-0.1339,221.6,39380,0.7121,0.3241,-0.6228,0.6105,0.2247,-0.7594,20.2,241.8,9.25333333333333
"70",2016-03-27 12:00:00,-157,-116,1021,-173.1063345,-104.7452793,1018.047029,233,159,-341,28926.20703,11239.63156,-24694.06548,1038,-0.1668,-0.1009,0.9808,0.1949,11.2,0.1676,-0.1011,211.2,39659.2,0.7294,0.2834,-0.6227,0.6153,0.2077,-0.7604,18.7,229.8,9.92666666666667
"71",2016-03-27 12:15:00,-106,-83,1027,-123.4824285,-73.24464332,1023.997988,216,144,-364,27507.54056,10021.28814,-26783.60063,1034,-0.1194,-0.0708,0.9903,0.1388,8,0.1197,-0.0709,210.7,39679.4,0.6932,0.2526,-0.675,0.6077,0.1986,-0.769,18.1,228.8,9.27333333333333
"72",2016-03-27 12:30:00,-174,-133,1016,-189.6408205,-120.9828863,1013.084997,236,174,-331,29190.95446,12449.08713,-23789.88663,1037.8,-0.1827,-0.1166,0.9762,0.2168,12.5,0.1838,-0.1168,212.5,39661.7,0.736,0.3139,-0.5998,0.614,0.2273,-0.7559,20.3,232.9,9.12666666666667
"73",2016-03-27 12:45:00,-163,-146,1020,-178.9204645,-133.4154783,1017.034316,235,173,-334,29105.95104,12368.12432,-24061.56352,1041.2,-0.1718,-0.1281,0.9768,0.2143,12.4,0.1727,-0.1285,216.7,39737.7,0.7325,0.3112,-0.6055,0.6175,0.2161,-0.7563,19.3,236,8.82666666666666
"74",2016-03-27 13:00:00,-123,-94,1021,-140.0219465,-83.74808332,1018.049619,227,141,-355,28410.89882,9786.736026,-25961.63777,1031,-0.1358,-0.0812,0.9874,0.1582,9.1,0.1362,-0.0813,210.9,39711,0.7154,0.2464,-0.6538,0.62,0.1851,-0.7624,16.6,227.5,8.7
"75",2016-03-27 13:15:00,-148,-96,1022,-164.3620915,-85.63610932,1019.050334,231,150,-344,28753.70897,10513.47984,-24965.74901,1035.8,-0.1587,-0.0827,0.9839,0.1789,10.3,0.1594,-0.0828,207.5,39504.4,0.7279,0.2661,-0.632,0.6184,0.2041,-0.7589,18.3,225.8,9.42666666666667
"76",2016-03-27 13:30:00,-127,-90,1026,-143.9224725,-79.91708032,1023.010526,228,145,-353,28497.22416,10109.4785,-25780.58314,1036.2,-0.1389,-0.0771,0.9873,0.1589,9.1,0.1393,-0.0772,209,39735.8,0.7172,0.2544,-0.6488,0.6201,0.1964,-0.7595,17.6,226.6,8.68666666666667
"77",2016-03-27 13:45:00,-104,-83,1026,-121.5346605,-73.24727632,1023.005917,221,137,-361,27913.03161,9460.748408,-26507.96628,1032.8,-0.1177,-0.0709,0.9905,0.1374,7.9,0.1179,-0.071,211.1,39639.8,0.7042,0.2387,-0.6687,0.6206,0.1851,-0.762,16.6,227.7,8.14
"78",2016-03-27 14:00:00,-85,-79,1030,-103.0405375,-69.43807932,1026.965387,216,134,-366,27498.38803,9215.944212,-26963.2728,1034.5,-0.0996,-0.0671,0.9928,0.1201,6.9,0.0998,-0.0672,214,39599.4,0.6944,0.2327,-0.6809,0.6231,0.1821,-0.7606,16.3,230.3,8.78666666666667
"79",2016-03-27 14:15:00,-98,-89,1029,-115.6885545,-78.98530732,1025.971936,219,142,-364,27750.85538,9862.387054,-26781.02563,1035.5,-0.1117,-0.0763,0.9908,0.1353,7.8,0.112,-0.0764,214.3,39807,0.6971,0.2478,-0.6728,0.6176,0.1901,-0.7632,17.1,231.4,8.42666666666667
"80",2016-03-27 14:30:00,-115,-127,1021,-132.2025295,-115.2977443,1018.01942,220,159,-351,27856.55414,11231.15007,-25607.64661,1033,-0.128,-0.1116,0.9855,0.1698,9.8,0.1283,-0.1118,221.1,39470,0.7058,0.2845,-0.6488,0.6169,0.2009,-0.7609,18,239.1,8.22
"81",2016-03-27 14:45:00,-138,-114,1021,-154.6086015,-102.8509683,1018.040169,227,158,-348,28429.66174,11155.42361,-25331.01626,1034.8,-0.1494,-0.0994,0.9838,0.1794,10.3,0.15,-0.0996,213.6,39678.1,0.7165,0.2811,-0.6384,0.6131,0.2064,-0.7626,18.6,232.2,7.87333333333333
"82",2016-03-27 15:00:00,-115,-99,1024,-132.2294315,-88.53211132,1021.015553,223,146,-354,28089.08926,10186.4589,-25874.97296,1033.3,-0.128,-0.0857,0.9881,0.154,8.9,0.1283,-0.0858,213.8,39525.6,0.7107,0.2577,-0.6546,0.621,0.1934,-0.7596,17.3,231.1,7.8
"83",2016-03-27 15:15:00,-94,-89,1029,-111.7939105,-78.98895932,1025.970152,219,142,-363,27751.74527,9862.276748,-26690.69818,1035.1,-0.108,-0.0763,0.9912,0.1322,7.6,0.1082,-0.0764,215.2,39746.9,0.6982,0.2481,-0.6715,0.6216,0.1907,-0.7598,17.1,232.3,8.28
