Xcal,Ycal,Zcal
-175.9597555,-175.4738863,1017.988649
-181.8678405,-109.5105583,1024.985261
-150.6892225,-132.4788633,1025.9428
-173.0506415,-163.0508483,1017.997802
-168.1987285,-147.7589213,1021.9732
-152.6479255,-121.9604973,1028.926106
-114.6646155,-134.4194603,1031.871758
-127.3126325,-143.9666883,1030.878307
-164.3332585,-119.0844753,1025.960342
-116.6397945,-104.7877423,1030.906488
-142.9135875,-120.0571623,1029.914439
-103.9830935,-104.7979973,1032.883048
-134.1483455,-122.9320593,1030.899183
-136.0901475,-130.5736373,1034.858335
-125.3972865,-109.5602843,1028.924109
-126.3353195,-147.7909173,1030.874633
-148.7510305,-122.9223993,1025.949978
-122.4812935,-105.7372863,1031.899536
-128.3155095,-113.3792473,1030.904577
-134.1433345,-127.7120113,1029.903969
-123.4572475,-102.8696933,1030.911224
-118.5889635,-101.9200433,1028.927443
-132.2357385,-85.65816832,1028.947406
-111.7796855,-97.14406132,1032.893072
-116.6430005,-100.9652333,1029.918537
-140.9548845,-130.5755283,1026.931133
-144.8828215,-97.11544032,1029.934699
-140.9539295,-133.4397873,1030.893428
-152.6401125,-132.4705813,1033.873124
-167.2036645,-167.8362783,1016.999912
-155.5178225,-173.5757523,1024.91915
-205.1778235,-165.8898203,1016.027741
-200.3756165,-100.8907503,1025.000998
-156.5466675,-118.1327223,1029.922297
-164.2931495,-158.2783063,1019.980181
-154.5710845,-145.8568173,1025.933286
-101.0730665,-93.33078832,1032.891394
-169.1473135,-172.6119833,1018.979127
-179.8968015,-133.4097233,1022.981836
-160.3852565,-172.6185863,1020.957471
-186.6846135,-161.1247943,1019.988018
-157.5153385,-121.9575463,1026.945978
-175.0275835,-134.3701173,1022.978799
-186.7224295,-124.7976433,1026.956937
-189.6115415,-154.4320593,1019.003826
-183.8156925,-105.6910653,1018.051128
-170.1574315,-137.2405553,1024.956506
-198.4050445,-123.8348933,1022.007201
-129.2877905,-115.2891853,1031.894588
-138.0626085,-102.8551913,1031.909093
-175.9838975,-152.5299553,1022.963912
-173.1172275,-96.13797632,1024.001366
-112.7506285,-99.05642032,1030.909546
-179.9191595,-110.4690203,1023.992383
-175.0686685,-91.35781232,1023.015114
-154.6171805,-98.06456032,1026.964815
-142.9715315,-60.79334332,1032.93801
-149.7574965,-91.37428732,1031.924129
-115.7076225,-63.68397332,1035.896638
-131.2538395,-95.21575732,1030.921248
-134.1446935,-126.7553753,1030.895955
-136.1253505,-91.38868332,1029.935527
-109.8533625,-75.16182032,1032.910741
-116.6812835,-63.68306032,1035.897084
-125.4388175,-66.54717232,1029.951603
-90.38286045,-73.26680832,1034.885793
-108.8796805,-76.11694832,1034.891846
-91.35698845,-72.31087332,1033.895867
-108.8778755,-77.07439132,1032.908681
-119.5667015,-99.04922232,1031.903847
-67.00677945,-81.89118132,1034.867826
-80.66584845,-54.15693732,1037.87101
-117.6504005,-67.50707732,1033.911944
-91.37611945,-54.14689432,1037.875916
-93.29743145,-80.90908732,1036.863033
-68.96594945,-70.41779332,1036.86076
-115.7021655,-68.46473232,1033.910245
-92.34886745,-55.10181032,1037.875555
-88.42865945,-81.86867432,1037.851175
-97.19487745,-75.17530332,1030.922585
-112.7765965,-74.20083132,1035.886423
-98.17758445,-69.43296032,1038.857305
-122.5018465,-83.75402632,1030.926918
-134.1775825,-91.39131632,1028.943456
-170.2003425,-92.31659232,1024.994435
-128.3570405,-70.36613532,1031.932071
-138.0585105,-106.6793143,1030.914686
-123.4800935,-78.01975332,1028.949848
-134.2117675,-57.93326632,1033.927596
-146.7881875,-139.1733183,1025.935367
-144.8942445,-84.69047032,1028.954011
-135.1343425,-109.5503473,1029.919748
-144.8722905,-109.5387963,1032.897745
-129.2933105,-107.6457813,1027.936328
-113.7361585,-86.62973032,1030.920483
-101.0903715,-77.07846732,1036.869829
-154.6094095,-106.6662143,1027.948731
-110.8065125,-95.23573732,1029.920703
-115.6866655,-83.75961032,1031.914975
-97.15922845,-114.3610643,1034.854214
-107.9306285,-52.21890832,1038.876291
-119.5771905,-88.53429632,1032.903903
-112.7734535,-75.16069532,1030.929721
-130.3038955,-71.31933132,1032.923335
-123.4627045,-98.08893432,1032.897617
-99.14580945,-73.25859132,1034.889807
-129.2855395,-116.2474353,1028.920244
-112.7820745,-68.46585732,1035.891265
-104.9786875,-80.90297332,1030.921311
-118.6405165,-49.34702732,1031.945365
-71.92207245,-34.09274532,1037.883943
-68.98189545,-55.12210832,1039.847209
-90.39472945,-60.84103132,1034.896284
-75.79754345,-54.16150232,1037.86878
-68.02649445,-36.00644132,1039.862903
-49.52831545,-34.11293732,1038.864864
-58.28485245,-41.74973832,1040.84478
-37.86402345,-13.09646232,1037.886087
-46.62056045,-20.73326332,1039.866003
-60.24315145,-29.32374932,1038.873805
-49.51831445,-42.71862632,1034.892885
-49.53056645,-33.15468732,1041.839208
-50.49966245,-37.93291932,1041.835619
-34.93295545,-25.52175032,1041.838974
-59.26494645,-33.14959232,1036.887773
-58.28810045,-36.01879932,1035.893727
-52.44108145,-42.71265932,1038.858939
-66.07231445,-43.65409232,1040.846734
-69.95831645,-51.29949332,1037.868525
-53.40837245,-48.44833432,1036.872185
-87.46141045,-74.22456932,1035.874827
-78.70576545,-66.58615432,1035.877269
-77.74303945,-56.07133432,1037.868058
-97.22175845,-49.36388532,1035.900269
-117.6367475,-79.93608232,1029.936737
-106.9364565,-72.29465132,1035.885361
-96.22119545,-76.13043132,1032.90369
-82.58720245,-79.01070032,1032.895025
-64.06660245,-102.9205443,1036.831092
-106.9405545,-68.47052832,1036.879768
-129.3019735,-99.04251332,1028.93477
-77.72751845,-72.32042732,1037.854339
-110.7968945,-106.7032643,1032.884556
-127.3505115,-104.7768923,1031.902573
-152.6798805,-88.50648232,1028.954351
-119.5772115,-87.58008132,1030.922352
-133.1847275,-112.4188533,1030.907614
-150.7106465,-111.4482043,1028.934091
-136.0824815,-134.4042163,1025.934496
-119.5726255,-93.31344132,1032.899868
-157.5212835,-115.2675503,1025.960448
-132.2357385,-85.65816832,1028.947406
-135.1499055,-91.39282432,1025.970365
-115.6811875,-89.49458432,1031.910133
-117.6358135,-81.84612632,1031.917481
-102.0489995,-91.41741032,1033.884633
-89.40004845,-83.78022632,1036.858828
-83.58593945,-54.15581232,1035.88999
-114.7234935,-73.24559732,1032.914585
-92.33610645,-67.52920132,1035.882706
-89.42336145,-57.97526432,1033.90708
-61.20906245,-36.97027532,1037.876616
-65.10687045,-35.05254432,1040.853551
-81.64817245,-45.55275632,1038.869898
-55.34518445,-59.91564932,1037.854572
-54.40071845,-30.28424932,1039.861501
-49.52103245,-40.80535432,1036.876857
-32.01381945,-22.65861632,1039.857699
-21.31450445,-11.19871132,1039.862477
-20.33672445,-15.97796232,1040.849175
-34.94395345,-12.14337232,1037.885556
-21.31635145,-8.332838317,1037.88254
-27.13818945,-31.26402832,1041.830564
-28.13008945,-13.10075032,1043.828701
-29.10287945,-12.14723632,1039.865238
-20.32712745,-26.49127432,1041.831477
-25.21006145,-10.23923032,1039.865068
-28.13238245,-10.23407032,1042.839943
-26.18234245,-12.14916832,1040.855079
-20.33810445,-14.06711132,1039.85961
-32.02018945,-16.92202832,1041.844899
-27.15326445,-15.01574232,1040.853104
-54.40073945,-29.33003432,1037.87995
-24.22317245,-23.62255632,1038.862145
-36.87942745,-23.61310832,1035.894406
-39.79397745,-32.20960232,1039.853197
-35.89933345,-32.21325432,1039.851413
-50.50015045,-36.02368232,1038.863696
-44.66869445,-24.56001932,1037.879525
-80.66404345,-55.11438032,1035.887845
-72.83505045,-96.22313832,1034.858397
-90.40659845,-48.41525432,1034.906775
-69.94874045,-60.85859032,1036.869276
-118.6089865,-83.75445032,1034.88985
-91.35151045,-78.04584732,1033.891025
-68.95227545,-83.80101332,1034.867104
-100.0660705,-128.6965673,1033.852268
-99.14901545,-69.43608232,1033.901856
-127.3674125,-86.61694832,1030.926727
-93.29518045,-81.86733732,1033.888689
-90.38973945,-64.66676832,1031.919519
-88.45010445,-59.88380032,1038.860915
-79.64657945,-100.0408703,1033.867112
-69.94099045,-68.50602932,1035.871641
-115.6716115,-99.05368132,1030.910884
-103.0386275,-75.16659732,1034.889977
-86.49184745,-70.40135932,1036.868788
-72.83460445,-96.22394532,1033.867218
-78.70939645,-63.71705332,1037.862048
-62.17815845,-41.74850732,1037.873027
-82.60408245,-61.80497132,1033.90073
-97.21492145,-56.05549532,1034.903441
-72.88201745,-49.38348232,1039.853835
-69.97655545,-33.13712832,1039.866216
-54.40755545,-23.59263932,1040.858329
-64.12909045,-39.83179532,1041.840249
-43.69227345,-28.38263432,1039.858209
-30.05418245,-35.08702632,1038.855137
-44.67368445,-20.73428232,1040.85629
-38.82942545,-23.60644032,1041.842372
-32.97970945,-31.25935732,1040.842061
-38.82122945,-31.25468632,1039.853558
-44.66954445,-26.46683532,1043.824985
-45.63866145,-30.29085232,1041.839845
-39.78709845,-40.80964232,1042.819471
-60.23720645,-36.01374532,1039.859335
-38.79568645,-57.06368332,1037.849411
-43.67857845,-42.72006932,1039.846104
-68.99195945,-43.65377432,1037.874535
-54.38929545,-42.70921932,1040.842189
-72.88250545,-47.47424532,1036.881912
-60.22493345,-46.53189932,1034.894563
-89.41697045,-64.66606732,1033.901431
-93.29834445,-79.95325832,1036.86384
-76.77075845,-54.16139632,1036.878047
-92.34294345,-60.83759132,1036.879534
-58.26436245,-60.87035332,1035.872745
-111.8029565,-73.24752932,1033.904426
-118.6135725,-78.02109032,1032.912334
-142.9533135,-78.00149332,1028.958768
-146.8287845,-98.07025032,1028.943605
-119.5315405,-136.3257463,1032.863553
-122.4918035,-94.26814532,1030.918041
-162.3886545,-117.1730293,1027.943422
-142.9505535,-81.82319532,1030.937898
-161.4273295,-103.7931433,1026.963095
-108.8518655,-103.8384103,1031.894906
-137.0442945,-145.8748653,1023.9429
-151.6450905,-150.6395083,1024.936734
-138.0493805,-116.2376043,1030.906616
-128.3168895,-111.4683963,1029.915012
-117.6098035,-108.6101453,1030.903706
-160.4737545,-82.76581832,1026.980403
-119.5484205,-119.1200173,1033.869258
-131.2442635,-104.7748543,1029.921999
-139.0550175,-81.82846132,1028.953756
-104.9640375,-98.10466732,1034.871501
-117.6262165,-92.35943832,1032.899783
-131.2260035,-123.8914343,1029.905859
-124.4194855,-115.2937503,1031.892358
-108.8573435,-98.10343632,1031.899748
-128.3301385,-97.13176832,1028.935938
-103.0244445,-91.41326932,1037.849795
-67.96356045,-99.09599732,1033.862567
-80.66355545,-57.02361732,1038.859768
-105.9491425,-84.72456932,1031.909708
-85.52687045,-60.84478932,1035.885233
-76.76207445,-63.71887932,1037.861156
-79.67755845,-70.40532932,1039.839203
-85.52731645,-60.84398232,1036.876412
-66.04590045,-68.51048832,1034.878678
-71.90427945,-52.25430332,1036.877431
-97.21035645,-60.83464032,1034.899406
-81.63173845,-62.75767832,1038.855372
-96.21206545,-85.68872132,1032.89562
-87.46274845,-74.22214832,1038.848364
-113.7593875,-64.64162832,1035.894939
-79.66711145,-79.01182532,1034.876045
-108.8878975,-67.51448732,1034.899109
-94.29665645,-54.14496232,1036.886075
-90.41248045,-44.58790332,1039.865898
-104.9813845,-79.94391632,1034.886834
-107.8558045,-128.6884563,1034.847015
-111.7801525,-96.18903932,1031.9027
-151.6984695,-96.15483432,1027.95627
-124.4158335,-119.1170663,1031.88913
-148.7186295,-156.3772213,1024.930554
-112.7460425,-104.7897803,1032.887062
-171.1169725,-150.6236693,1021.972117
-178.9099125,-146.7930493,1021.978913
-171.1265695,-140.1103573,1020.989815
-207.1566125,-134.3432163,1019.028801
-166.2504935,-148.7165763,1021.971501
-122.4639255,-124.8522523,1033.865754
-212.0194605,-139.1194103,1017.044638
-147.7741425,-127.7000363,1028.919034
-218.8296515,-142.9395633,1013.079816
-154.5401055,-175.4923583,1019.961195
-160.4267455,-131.5139043,1025.948067
-147.7773275,-124.8317423,1029.912634
-135.1179295,-125.8010543,1027.923671
-142.8967285,-136.3086763,1026.927183
-175.0617895,-99.95785232,1025.981388
-133.1682935,-129.6237753,1030.893088
-142.8857725,-147.7786243,1026.917499
-129.3275375,-72.27930132,1028.957366
-175.9939195,-142.9700513,1024.95434
-144.8809745,-99.98131332,1031.914636
-126.3786765,-102.8661473,1031.903741
-97.18615145,-86.64121632,1035.868796
-107.9210525,-61.77800532,1037.877042
-74.83435045,-44.60170432,1040.849941
-112.7447045,-104.7922013,1029.913525
-54.35602345,-75.21144032,1035.858856
-98.14297445,-101.9376023,1030.900435
-69.93001345,-80.93019232,1037.843508
-68.01507145,-48.43141132,1040.843591
-79.69581845,-51.28874932,1039.855343
-57.30486345,-45.57880932,1034.894032
-50.49556445,-41.75704232,1040.841212
-47.57963445,-35.07139932,1037.871986
-63.16458045,-29.32020332,1039.866322
-52.45976645,-24.54948732,1041.847809
-58.28258045,-43.66220332,1039.851987
-56.34576845,-32.19488832,1038.8696
-62.16813645,-51.30841132,1035.882599
-61.21042145,-36.01363932,1038.868602
-71.87871545,-79.01751532,1036.854835
-77.73892045,-60.84967232,1038.855202
-73.84610245,-58.94166632,1038.855032
-89.41650345,-65.62108932,1034.891803
-86.48184645,-79.00704832,1032.896809
-87.46731345,-69.44300332,1038.852399
-104.9654175,-96.19381632,1033.881936
-108.8788095,-75.16434732,1030.927937
-122.4881515,-98.09146132,1030.914813
-99.11982045,-99.06839532,1031.894481
-128.2831295,-145.8798543,1027.903602
-97.14234845,-131.5667933,1033.848509
-141.9239385,-137.2621903,1030.890646
-144.8554315,-125.7903103,1029.910489
-179.9173125,-113.3348933,1025.97232
-175.9893755,-146.7949813,1022.968754
-117.6198465,-98.09602632,1030.912583
-126.3535795,-128.6743373,1030.890773
-166.2527655,-146.8041113,1022.964294
-106.9154995,-92.37028832,1031.903698
-169.1974865,-121.9498183,1022.986614
-114.7043205,-93.31800632,1032.897638
-153.6202065,-123.8704353,1029.916117
-152.6698585,-98.06638632,1026.963923
-119.6118845,-52.21279432,1032.934569
-126.3946435,-86.61624732,1032.908639
-123.4608995,-99.04637732,1030.914452
-139.0577145,-80.86940432,1032.919279
-119.5963845,-67.50767232,1030.939299
-130.2938525,-81.83345032,1032.914458
-126.4037525,-78.01217232,1034.89826
-98.15117045,-94.28935632,1032.889249
-107.9247255,-57.00047432,1035.898719
-67.98407145,-79.02116732,1036.853051
-101.1227515,-44.57786032,1039.870804
-76.75980245,-65.63134432,1036.868363
-60.20618545,-67.55771632,1037.850346
-77.75537545,-42.69053532,1036.888177
-65.06807845,-75.19816932,1039.828478
-65.08638045,-54.17315932,1035.881516
-62.17949645,-41.74608632,1040.846564
-51.47334445,-36.97779132,1039.854514
-53.40930645,-46.53829032,1034.891441
-67.04281145,-45.56725832,1037.872029
-49.53925045,-23.59720432,1040.856099
-58.28807945,-36.97301432,1037.875278
-49.53831645,-25.50724832,1042.836843
-25.18679045,-34.13576232,1038.853714
-53.41656845,-40.80008832,1038.860999
-49.52693545,-36.02378832,1039.854429
-48.53091645,-58.96540432,1038.843436
-58.27756945,-48.44215532,1038.856773
-48.54325245,-45.58460532,1037.863555
-71.88922545,-67.54837432,1035.87334
-91.35015145,-79.00248332,1032.899039
-99.15173345,-67.52281032,1035.885828
-103.0541065,-60.82593432,1038.866798
-115.6684055,-102.8761903,1031.898835
-127.3710435,-83.74784732,1032.911506
-138.0575765,-108.5893583,1032.89543
-148.7218145,-153.5089273,1025.924154
-167.2606115,-113.3451483,1027.94888
-168.2082625,-140.1082543,1026.935551
-131.2620145,-88.52172632,1034.891613
-212.0431775,-115.2220713,1019.047171
-140.9530585,-132.4871863,1026.929519
-156.5243515,-139.1649953,1024.948648
-212.9676205,-163.0190643,1011.077835
-189.6192705,-147.7388353,1021.983012
-211.0462035,-141.0279463,1021.998473
-138.0772165,-87.56192732,1031.922005
-156.5311675,-133.4276003,1027.927027
-154.5993455,-118.1345483,1029.921405
-179.9159325,-115.2457443,1026.961885
-222.7443185,-124.7703183,1019.044007
-189.6370635,-129.5772773,1022.989524
-163.3856495,-90.41293932,1023.010569
-91.29080645,-141.1313683,1032.846584
-123.4691165,-90.44391632,1030.921715
-132.2206425,-102.8606693,1031.906417
-130.2614725,-114.3340573,1029.913483
-86.46906445,-92.38865432,1032.885511
-112.7442165,-106.7014383,1032.885448
-83.56449445,-76.14068632,1034.88025
-99.16861345,-50.31708132,1036.891533
-85.50086045,-87.60880832,1034.871458
-78.68888545,-83.79188332,1034.871564
-75.79663045,-55.11733132,1037.867973
-75.78934745,-61.80974832,1035.879966
-62.16624745,-56.08271432,1041.825638
-49.52005645,-44.62382832,1042.820703
-72.90392945,-26.44358632,1039.873203
-68.02239645,-39.83056432,1038.868496
-54.37334945,-58.00490432,1037.85574
-39.76435745,-60.88850732,1034.873092
-70.93242345,-51.29777332,1038.86015
-45.61768345,-51.32070432,1039.839733
-62.16083245,-58.95504332,1035.876143
-46.60230045,-39.84984332,1039.849863
-61.21449845,-33.14373132,1041.84456
-42.68759145,-59.92751832,1037.848774
-53.38144945,-76.16818232,1035.857603
-75.79389145,-57.98481832,1037.865552
-104.0259625,-61.78246432,1036.884079
-68.96183045,-75.19613132,1037.847904
-60.18110945,-92.41169132,1034.855827
-105.9354265,-100.0162193,1033.879154
-73.81191745,-92.39971632,1033.870892
-127.3550975,-99.04353232,1029.925057
-88.42959345,-79.95863032,1035.870431
-144.8622895,-118.1444853,1028.925766
-133.1728585,-124.8446303,1030.897123
-162.3676765,-138.2028813,1025.94331
-196.4472125,-135.3058603,1022.987804
-183.8069455,-118.1111933,1024.97889
-126.3252975,-157.3508213,1028.884205
-185.7160055,-154.4373253,1017.019684
-178.8839445,-171.6486383,1017.002036
-178.9262835,-132.4507723,1027.938092
-209.0751855,-163.9728963,1018.013497
-193.5321745,-128.6186033,1022.000936
-166.2509395,-148.7157693,1022.96268
-152.6337845,-136.2987393,1027.922822
-192.5243285,-162.0775663,1017.01635
-136.1139275,-103.8136533,1030.916215
-172.1508285,-90.40068732,1027.970478
-178.8930745,-162.0903483,1017.010106
-125.3639515,-144.9251503,1029.885429
-126.3367205,-144.9258513,1027.903517
-131.2337745,-115.2897803,1028.921943
-122.4940545,-93.30989532,1033.892385
-125.4155045,-92.35213432,1032.903351
-108.8888525,-64.65022832,1030.936814
-103.0318115,-80.90399232,1031.911598
-96.22208745,-76.12881732,1034.886048
-84.53314445,-80.91972532,1033.885482
-86.50237845,-57.97800332,1033.905742
-88.42914745,-79.95943732,1034.879252
-83.58727745,-54.15339132,1038.863527
-82.62871245,-36.95180332,1035.90407
-63.13037445,-63.73246832,1036.863733
-71.91294245,-43.65103532,1037.875873
-59.25123045,-48.44124232,1038.857219
-47.53988745,-78.08128332,1040.809208
-63.14770045,-46.52593232,1038.860617
-65.09319645,-48.43576432,1038.859895
-67.03869245,-50.34559632,1038.859173
-50.48189045,-55.14026232,1038.847556
-64.09719845,-70.42316532,1035.867351
-82.59811645,-69.44918232,1036.867811
-53.40881845,-48.44752732,1037.863364
-78.68066845,-92.39434432,1034.864301
-93.31341945,-63.70497232,1035.88638
-88.42502845,-84.73777532,1035.866396
-102.0562825,-84.72499332,1035.87264
-72.80948645,-122.9863503,1034.835801
-97.19802045,-74.21543932,1035.879287
-110.8174265,-85.67421932,1033.893489
-141.9668285,-93.29244232,1032.910126
-165.3188305,-104.7493553,1022.008177
-110.7622215,-142.0705513,1030.872339
-174.0329235,-156.3550973,1022.959792
-176.0131135,-121.9434273,1022.989736
-167.2246005,-148.7148563,1022.963126
-173.0656955,-147.7567773,1019.001893
-191.5661885,-145.8293863,1017.029623
-177.9116215,-171.6471303,1019.975127
-258.7078595,-182.0991893,1003.153225
-203.2082065,-185.9697043,1009.071649
-182.8045355,-147.7436123,1023.962248
-201.3283415,-120.0112593,1019.03823
-172.1280245,-113.3421973,1025.968752
-169.1719435,-147.7588153,1020.982467
-211.0677115,-116.1804273,1017.06356
-145.8254405,-129.6127133,1029.907707
-114.6682885,-129.6419293,1029.893435
-120.4992985,-141.1063993,1029.886427
-98.13106345,-116.2718093,1034.853046
-107.8599445,-122.9559033,1031.87832
-158.5264325,-82.76764432,1026.979511
-108.8796805,-76.11694832,1034.891846
-89.43336245,-49.36957532,1037.879059
-94.27474445,-77.08485832,1036.866707
-67.03510345,-51.30626732,1032.911292
-79.69904545,-46.51202532,1036.885841
-66.07690045,-37.92073232,1038.869218
-62.19319145,-27.40865132,1040.858669
-51.48385445,-25.50865032,1038.873019
-38.79749145,-56.10624032,1039.832576
-16.42473345,-34.14236532,1040.832058
-40.77995345,-19.78210532,1040.855313
-27.15279745,-15.97076432,1041.843476
-20.32169145,-30.31781832,1037.863533
-24.22589045,-21.70928432,1040.846117
-37.86168845,-17.87157232,1042.837947
-30.06329145,-26.48295132,1040.844758
-27.15328545,-14.06152732,1038.871553
-46.60822445,-34.11406232,1040.845884
-39.80355345,-22.65050532,1040.852446
-49.53423945,-28.37715632,1039.860885
-55.36437845,-38.88902532,1035.889968
-78.73037445,-42.68720132,1039.86216
-95.28033945,-44.58414532,1038.876949
-75.78248945,-69.45557332,1036.864689
-87.45410645,-81.87120132,1035.868371
-121.5030885,-109.5631293,1029.913504
-103.9904395,-95.24293532,1028.926402
-123.4586275,-100.9588423,1029.921659
-127.3669665,-86.61775532,1029.935548
-127.3641855,-91.39367232,1033.896229
-141.9490355,-111.4540003,1031.903614
-153.6316925,-108.5828203,1022.990776
-136.0915485,-127.7085713,1031.887219
-223.6778495,-164.9174513,1015.045843
-180.8212655,-180.2525013,1013.030949
-195.4658225,-141.9999973,1020.008172
-195.4649095,-142.9558263,1020.007365
-184.7118115,-184.0729723,1012.038326
-177.9357845,-147.7489843,1022.968839
-139.9916495,-122.9241603,1033.875396
-183.7804685,-145.8302343,1024.955487
-191.5183085,-193.6248713,1012.033378
-175.9879955,-148.7058323,1023.958319
-176.9798955,-130.5425543,1025.956456
-131.1986345,-151.6120893,1027.900098
-123.4604535,-99.04718432,1029.923273
-171.1835795,-82.75658232,1025.99413
-134.1748435,-94.25880332,1028.941035
-132.2548905,-66.53997432,1030.945904
-135.1995695,-43.59411132,1034.931326
-125.4515365,-56.02821132,1035.907554
-85.49627445,-93.34216832,1036.848974
-115.7103615,-60.81648632,1035.899059
-116.6945325,-49.34643232,1034.91801
-83.58683145,-54.15419832,1037.872348
-68.97369945,-62.77035432,1037.858395
-85.55421845,-34.07834932,1039.872545
-85.56976045,-16.87504132,1037.904713
-47.59056945,-24.55566632,1039.863221
-44.65771745,-36.98418232,1039.851392
-48.55968645,-28.37968332,1037.878081
-49.53742445,-25.50886232,1040.854485
-61.19447545,-51.30932432,1035.882153
-56.35852945,-19.76749732,1040.862449
-31.04058345,-23.61293732,1042.829983
-51.47701745,-32.20026032,1037.876191
-41.71117045,-63.75013332,1039.827458
-56.35167145,-27.41332232,1041.847172
-74.83575145,-41.73663832,1037.878825
-68.01967845,-41.74383632,1036.884524
-27.07069045,-99.13272932,1035.826193
-30.01950945,-70.45431332,1036.84292
-87.45729145,-79.00290732,1036.861971
-74.81156745,-66.58899932,1036.866664
-111.7942935,-81.85079732,1032.905984
-88.42957245,-80.91284532,1037.851982
-127.3414025,-113.3809673,1029.912952
-87.43312845,-102.9010533,1033.868259
-143.9037035,-101.8971123,1027.94786
-150.7142985,-107.6248883,1028.937319
-170.1647355,-129.5939233,1024.962962
-199.3176185,-184.0576633,1014.027374
-224.5982365,-214.6301373,1002.118998
-152.6570765,-111.4479923,1026.952625
-247.9707075,-207.9206503,998.1706348
-201.2148515,-230.9011423,1002.094575
-187.6737955,-144.8747883,1020.002183
-168.2215535,-123.8631963,1021.993375
-205.2015195,-142.9466963,1020.011825
-205.2120295,-131.4775553,1019.03033
-222.7074155,-160.1416403,1012.075895
-176.9904265,-118.1191983,1022.99341
-139.0139325,-124.8407663,1028.917441
-170.1464755,-148.7105033,1024.946822
-201.3064295,-142.9511553,1019.018862
-175.0316605,-131.5002093,1025.954757
-127.3340985,-121.0275993,1029.906496
-141.9696305,-87.56231032,1026.967894
-127.3806195,-74.18875032,1033.910755
-124.4473215,-86.61807332,1032.907747
-100.1253735,-68.47611232,1037.867825
-104.9658845,-95.23879432,1032.891564
-109.8601575,-70.37864032,1037.870671
-85.52963045,-57.02308732,1033.906103
-39.80128145,-24.56297032,1039.859653
-51.47882245,-31.24281732,1039.859356
-50.50424845,-32.19955932,1039.858103
-75.80985845,-41.73491832,1038.87045
-32.00558145,-32.21529232,1041.831987
-27.13181945,-37.00061632,1039.843364
-25.20409545,-17.88344132,1042.832149
-21.31403745,-12.15373332,1040.852849
-25.20959445,-11.19425232,1040.85544
-25.20643045,-13.10833132,1037.880289
-28.12371945,-18.83733832,1041.841501
-32.02292845,-14.05454132,1041.84732
-31.04196345,-21.70208632,1041.840418
-28.12418645,-17.88231632,1040.851129
-31.03786545,-25.52620932,1040.846011
-38.82031645,-32.21051532,1039.852751
-40.76400745,-35.07779032,1037.868864
-51.46194245,-48.44854632,1038.853651
-68.97871045,-57.99040232,1038.853609
-59.24573145,-55.13043132,1040.833928
-121.5500345,-63.67768832,1036.890493
-81.61031445,-83.78833732,1035.864081
-120.5284935,-111.4740863,1031.893802
-113.7028025,-122.9488113,1033.863354
-145.8241025,-129.6151343,1026.93417
-175.9551695,-181.2072463,1019.966165
-108.8838205,-70.38439532,1031.923151
-153.6069575,-138.2070633,1030.895191
-196.4185055,-163.0289363,1018.008506
-207.1233195,-167.7996523,1016.027019
-131.2264495,-123.8906273,1030.897038
-174.9788115,-182.1672163,1016.000196
-161.4003855,-132.4672063,1027.930064
-262.5587845,-223.2042543,993.2085178
-142.8734995,-158.2967783,1021.952727
-136.1258385,-89.47944632,1026.963604
-155.5397555,-149.6816413,1022.956967
-173.0506205,-164.0050633,1019.979353
-181.8030595,-175.4659873,1020.964862
-161.4031245,-129.5997193,1027.932485
-156.5174725,-147.7650353,1027.914922
-140.9882195,-95.21066232,1025.969813
-122.4392955,-149.7054203,1031.862414
-124.4322885,-100.9579293,1029.922105
-108.8742445,-79.94349232,1030.923902
-125.4291995,-78.01469932,1032.915456
-125.4237425,-82.79545832,1030.929063
-85.53096845,-57.02066632,1036.87964
-64.11908945,-48.43748432,1037.86827
-68.01233245,-51.29889832,1040.84117
-71.91154145,-46.51610132,1040.846989
-59.26397045,-36.96806632,1042.831619
-37.82523145,-53.24208732,1036.861014
-58.28988445,-36.01557132,1039.858443
-47.57364745,-43.66982532,1042.820618
-52.45749445,-26.46195232,1040.855016
-67.05056145,-37.91981932,1038.869664
-67.04964845,-38.87564832,1038.868857
-69.96513245,-45.56209832,1040.846904
-50.49240045,-43.67112132,1037.866061
-69.95602345,-54.16617332,1038.857283
-63.14544945,-47.48418232,1035.886273
-77.73255045,-66.58626032,1036.868002
-91.35743445,-72.31006632,1034.887046
-104.0186795,-68.47488132,1034.896072
-116.6411535,-103.8311063,1031.898474
-126.4001425,-79.92705832,1030.93193
-117.6161735,-102.8735573,1032.890906
-89.41463545,-69.44117732,1038.853291
-133.1445555,-154.4753293,1030.872106
-124.4039435,-132.4970583,1033.86019
-189.5819215,-183.1109643,1014.023721
-207.1105585,-180.2270433,1014.03417
-180.8731805,-131.4955383,1024.966254
-243.1538715,-159.1690593,1009.112531
-155.5173975,-172.6223443,1021.94642
-268.3802815,-241.3651763,986.2576078
-201.2617765,-185.9699163,1011.053115
-216.8758965,-151.5406223,1017.036377
-213.9503485,-156.3225063,1017.031004
-237.2932205,-177.3377093,1006.120985
-243.1670995,-145.7866463,1010.115008
-260.7016815,-136.2127293,1009.139927
-215.9428745,-108.5300373,1016.081067
-250.9308655,-170.6341243,1006.132878
-148.6680735,-204.1775483,1013.987235
-210.0383785,-173.5326943,1015.032336
-170.1464755,-148.7105033,1024.946822
