datetime,xa_raw,ya_raw,za_raw,xa_cal,ya_cal,za_cal,xm_raw,ym_raw,zm_raw,xm_cal,ym_cal,zm_cal
1/11/2015 22:00,3586,2819,16130,2305,2306,16129,1056,-267,-761,1056,-267,-761
1/11/2015 22:15,4864,5634,15875,3413,2136,15277,1178,-277,-732,1178,-277,-732
1/11/2015 22:30,6400,7170,15617,5633,4523,14678,966,-242,-766,966,-242,-766
1/11/2015 22:45,5632,6401,15872,4864,4695,15275,1080,-338,-721,1080,-338,-721
1/11/2015 23:00,5888,5123,15619,4182,4696,15447,1140,-311,-727,1140,-311,-727
1/11/2015 23:15,2051,257,16385,770,171,16129,988,-302,-739,988,-302,-739
1/11/2015 23:30,4867,6402,16131,3501,4951,15446,1012,-334,-723,1012,-334,-723
1/11/2015 23:45,3843,4609,16129,2903,3757,15958,1030,-294,-748,1030,-294,-748
1/12/2015 0:00,3073,1027,16384,2390,513,16299,1217,-294,-710,1217,-294,-710
1/12/2015 0:15,3587,3840,15875,940,256,15448,1148,-455,-592,1148,-455,-592
1/12/2015 0:30,6656,8195,15619,5547,5548,14594,1021,-233,-773,1021,-233,-773
1/12/2015 0:45,3584,3072,16384,2219,1707,16043,1201,-324,-697,1201,-324,-697
1/12/2015 1:00,4355,6402,15616,4183,5463,15105,1083,-364,-701,1083,-364,-701
1/12/2015 1:15,2818,2819,16131,2475,2476,16130,1130,-382,-677,1130,-382,-677
1/12/2015 1:30,3330,3074,16384,2903,769,16129,1126,-416,-646,1126,-416,-646
1/12/2015 1:45,3584,2818,16129,2476,-169,15874,910,-179,-771,910,-179,-771
1/12/2015 2:00,8193,8448,15616,5206,5035,14251,903,-192,-764,903,-192,-764
1/12/2015 2:15,6147,7168,15874,4524,5120,15191,853,-180,-749,853,-180,-749
1/12/2015 2:30,2818,3585,16384,2134,2220,16129,934,-236,-756,934,-236,-756
1/12/2015 2:45,5379,5890,15361,5207,5121,15019,1101,-343,-717,1101,-343,-717
1/12/2015 3:00,4865,3843,16129,4097,2562,15703,1022,-265,-761,1022,-265,-761
1/12/2015 3:15,3073,5376,15874,2220,3073,15702,1023,-281,-754,1023,-281,-754
1/12/2015 3:30,6147,4609,16131,3244,2902,15532,1073,-350,-714,1073,-350,-714
1/12/2015 3:45,7169,7169,16385,3840,3756,15446,1111,-318,-731,1111,-318,-731
1/12/2015 4:00,5633,4354,15619,4097,3672,15618,1217,-271,-722,1217,-271,-722
1/12/2015 4:15,4865,5123,15875,3756,4268,15619,961,-286,-746,961,-286,-746
1/12/2015 4:30,5889,5633,15619,4353,5206,15106,1158,-391,-660,1158,-391,-660
1/12/2015 4:45,5379,7169,15106,5122,5974,14850,1028,-242,-775,1028,-242,-775
1/12/2015 5:00,4354,3843,15874,3501,3671,15787,1164,-332,-709,1164,-332,-709
1/12/2015 5:15,3072,4609,16130,1707,3158,15959,1059,-275,-758,1059,-275,-758
1/12/2015 5:30,5633,5634,15105,4780,5463,15019,1134,-338,-710,1134,-338,-710
1/12/2015 5:45,5121,5122,15875,3671,4183,15618,983,-250,-763,983,-250,-763
1/12/2015 6:00,5122,5379,15618,4694,4268,15361,1036,-300,-746,1036,-300,-746
1/12/2015 6:15,2561,3329,16130,2135,2817,16128,1157,-367,-683,1157,-367,-683
1/12/2015 6:30,3331,3587,16130,1880,1622,15959,1098,-296,-743,1098,-296,-743
1/12/2015 6:45,1794,2307,16385,1111,1368,16384,991,-346,-714,991,-346,-714
1/12/2015 7:00,4099,3841,15872,1367,513,15617,1056,-273,-756,1056,-273,-756
1/12/2015 7:15,6400,7939,15361,4780,6402,14594,999,-328,-726,999,-328,-726
1/12/2015 7:30,4355,5123,15874,3756,4269,15533,1112,-380,-686,1112,-380,-686
1/12/2015 7:45,3842,4098,15873,3756,4013,15787,1006,-328,-728,1006,-328,-728
1/12/2015 8:00,4096,3841,16130,2986,2816,15958,1065,-358,-705,1065,-358,-705
1/12/2015 8:15,5376,7426,16131,2988,2049,15446,986,-318,-732,986,-318,-732
1/12/2015 8:30,5632,7168,15616,4438,5974,14934,916,-257,-746,916,-257,-746
1/12/2015 8:45,4352,2563,16131,3329,1964,16045,1176,-351,-688,1176,-351,-688
1/12/2015 9:00,2560,1025,16131,1963,770,16129,1023,-384,-687,1023,-384,-687
1/12/2015 9:15,2818,5633,16384,2220,2475,16128,1079,-374,-693,1079,-374,-693
1/12/2015 9:30,4866,5378,15873,4438,4695,15531,974,-359,-701,974,-359,-701
1/12/2015 9:45,3843,3586,16129,2221,2817,16043,931,-301,-729,931,-301,-729
1/12/2015 10:00,5120,6144,15617,4438,5292,15191,980,-256,-761,980,-256,-761
1/12/2015 10:15,4096,3585,16387,2562,2390,16044,1074,-296,-746,1074,-296,-746
1/12/2015 10:30,4864,3841,16131,3755,2731,15789,1095,-311,-737,1095,-311,-737
1/12/2015 10:45,4353,6401,16385,3329,4182,15532,1160,-310,-720,1160,-310,-720
1/12/2015 11:00,4864,5376,16128,3585,4438,15532,1066,-345,-717,1066,-345,-717
1/12/2015 11:15,3842,4096,16386,2561,2645,15959,1154,-287,-736,1154,-287,-736
1/12/2015 11:30,3073,4608,16384,2732,2816,16129,975,-225,-773,975,-225,-773
1/12/2015 11:45,4098,5120,16384,3501,2902,15959,1145,-320,-719,1145,-320,-719
1/12/2015 12:00,1538,1280,16386,1367,683,16300,1140,-395,-663,1140,-395,-663
1/12/2015 12:15,2818,1794,16385,2050,1110,16384,1071,-336,-724,1071,-336,-724
1/12/2015 12:30,2560,2561,16385,2049,1025,16214,1124,-348,-707,1124,-348,-707
1/12/2015 12:45,5123,6145,16386,4097,2220,15702,1037,-315,-735,1037,-315,-735
1/12/2015 13:00,2560,1538,16385,2135,855,16385,1127,-313,-728,1127,-313,-728
1/12/2015 13:15,2563,1792,16387,2135,1366,16299,1161,-378,-670,1161,-378,-670
1/12/2015 13:30,2816,2304,16387,1622,1025,16300,1132,-297,-739,1132,-297,-739
1/12/2015 13:45,2563,3840,16386,2391,2987,16130,1112,-401,-669,1112,-401,-669
1/12/2015 14:00,2049,1024,16386,1963,683,16385,1144,-280,-745,1144,-280,-745
1/12/2015 14:15,2306,3072,16384,1624,1282,16299,1132,-346,-709,1132,-346,-709
1/12/2015 14:30,3585,3584,16384,2048,1536,16214,1156,-356,-692,1156,-356,-692
1/12/2015 14:45,2562,2050,16386,2135,854,16385,1147,-412,-645,1147,-412,-645
1/12/2015 15:00,2049,1792,16385,1793,257,16385,1175,-340,-699,1175,-340,-699
1/12/2015 15:15,3840,4098,16131,3414,3073,15959,1100,-326,-726,1100,-326,-726
1/12/2015 15:30,3331,3331,16386,2050,1367,16129,1165,-358,-688,1165,-358,-688
1/12/2015 15:45,2819,3842,16130,2391,2050,16129,1156,-346,-701,1156,-346,-701
1/12/2015 16:00,4354,5634,16131,3927,3926,15617,1139,-324,-719,1139,-324,-719
1/12/2015 16:15,1536,2818,16386,855,1,16300,1084,-294,-745,1084,-294,-745
1/12/2015 16:30,3585,4099,16386,2646,2989,16044,1114,-327,-726,1114,-327,-726
1/12/2015 16:45,2817,3328,16131,2220,3159,16044,1136,-338,-710,1136,-338,-710
1/12/2015 17:00,2560,1024,16387,2134,768,16301,1047,-313,-735,1047,-313,-735
1/12/2015 17:15,1794,1537,16387,940,427,16385,1080,-333,-721,1080,-333,-721
1/12/2015 17:30,2819,4611,16385,2220,3415,16044,1064,-346,-715,1064,-346,-715
1/12/2015 17:45,2306,1025,16130,1111,-596,16129,1160,-326,-708,1160,-326,-708
1/12/2015 18:00,3841,4864,16130,2988,3756,15873,1115,-331,-719,1115,-331,-719
1/12/2015 18:15,2561,4096,16384,2135,3072,16214,1105,-314,-730,1105,-314,-730
1/12/2015 18:30,2049,1793,16387,1879,1537,16300,1124,-363,-696,1124,-363,-696
1/12/2015 18:45,3329,2818,16386,2048,1453,16299,1152,-333,-708,1152,-333,-708
1/12/2015 19:00,3842,3586,16386,1794,1880,16215,1140,-338,-710,1140,-338,-710
1/12/2015 19:15,1027,1281,16387,769,257,16386,1129,-332,-715,1129,-332,-715
1/12/2015 19:30,2816,2817,16386,2134,2220,16300,1142,-373,-680,1142,-373,-680
1/12/2015 19:45,2306,1795,16385,1878,1538,16384,1126,-373,-687,1126,-373,-687
1/12/2015 20:00,4098,4353,16128,3158,3072,15958,1065,-341,-720,1065,-341,-720
1/12/2015 20:15,3330,3840,16384,2476,3242,16129,1091,-372,-693,1091,-372,-693
1/12/2015 20:30,2307,2304,16385,1880,939,16129,1107,-393,-671,1107,-393,-671
1/12/2015 20:45,2817,1537,16385,1879,1196,16300,1146,-297,-729,1146,-297,-729
1/12/2015 21:00,3329,3329,16384,2390,2646,16129,1008,-346,-713,1008,-346,-713
1/12/2015 21:15,1538,2562,16130,1110,1537,16129,1113,-322,-726,1113,-322,-726
1/12/2015 21:30,3072,2051,16386,2474,1793,16300,1099,-319,-728,1099,-319,-728
1/12/2015 21:45,2051,2562,16386,1964,2476,16215,1070,-306,-739,1070,-306,-739
1/12/2015 22:00,2561,2307,16384,2134,1708,16215,1071,-305,-739,1071,-305,-739
1/12/2015 22:15,3329,2306,16385,2475,1368,16213,1103,-322,-722,1103,-322,-722
1/12/2015 22:30,3585,3584,16130,2561,2731,16128,1097,-306,-734,1097,-306,-734
1/12/2015 22:45,2817,1280,16386,2219,1110,16385,1092,-297,-743,1092,-297,-743
1/12/2015 23:00,3331,2050,16385,2562,1537,16299,1117,-281,-749,1117,-281,-749
1/12/2015 23:15,2306,3328,16386,1794,1196,16215,1081,-319,-730,1081,-319,-730
1/12/2015 23:30,3074,2816,16386,2561,1879,16130,1175,-337,-697,1175,-337,-697
1/12/2015 23:45,1795,515,16387,1624,429,16386,1129,-342,-707,1129,-342,-707
1/13/2015 0:00,2051,2051,16386,1964,1793,16385,1148,-348,-701,1148,-348,-701
1/13/2015 0:15,2562,1281,16387,1964,684,16385,1180,-344,-692,1180,-344,-692
1/13/2015 0:30,3329,2560,16387,2391,1452,16301,1078,-310,-737,1078,-310,-737
1/13/2015 0:45,2560,2307,16386,2135,1281,16301,1131,-355,-700,1131,-355,-700
1/13/2015 1:00,3072,3075,16385,1793,172,16214,1099,-293,-744,1099,-293,-744
1/13/2015 1:15,2304,1280,16387,1963,428,16386,1133,-398,-663,1133,-398,-663
1/13/2015 1:30,3329,1282,16387,1879,769,16386,1149,-379,-672,1149,-379,-672
1/13/2015 1:45,2818,3074,16386,2732,1878,16215,1101,-325,-724,1101,-325,-724
1/13/2015 2:00,2051,1282,16386,1965,856,16385,1120,-324,-724,1120,-324,-724
1/13/2015 2:15,2307,2306,16386,2221,1281,16385,1146,-349,-698,1146,-349,-698
1/13/2015 2:30,3330,1283,16385,2561,257,16299,1098,-314,-734,1098,-314,-734
1/13/2015 2:45,2049,513,16387,1538,256,16386,1114,-316,-728,1114,-316,-728
1/13/2015 3:00,2305,2306,16385,2304,683,16300,1175,-309,-714,1175,-309,-714
1/13/2015 3:15,2562,1539,16385,2305,941,16384,1155,-321,-717,1155,-321,-717
1/13/2015 3:30,3587,3074,16384,1793,512,16043,1151,-301,-729,1151,-301,-729
1/13/2015 3:45,1793,515,16386,1281,-680,16385,1062,-300,-745,1062,-300,-745
1/13/2015 4:00,2816,2561,16384,1793,-595,16213,1152,-350,-696,1152,-350,-696
1/13/2015 4:15,3075,1281,16385,1623,-84,16384,1111,-403,-662,1111,-403,-662
1/13/2015 4:30,2049,512,16387,1196,-1023,16386,1090,-316,-734,1090,-316,-734
1/13/2015 4:45,771,3,16386,769,-1192,16385,1143,-335,-713,1143,-335,-713
1/13/2015 5:00,3072,1793,16386,2475,684,16385,1070,-301,-742,1070,-301,-742
1/13/2015 5:15,1792,0,16386,1366,-511,16385,1157,-347,-698,1157,-347,-698
1/13/2015 5:30,1536,256,16387,1110,-510,16386,1130,-402,-661,1130,-402,-661
1/13/2015 5:45,2049,2049,16387,1623,1622,16300,1072,-313,-736,1072,-313,-736
1/13/2015 6:00,2563,1538,16386,1793,428,16300,1159,-368,-682,1159,-368,-682
1/13/2015 6:15,2048,1025,16386,1623,87,16385,1121,-355,-703,1121,-355,-703
1/13/2015 6:30,1538,-768,16386,1452,-937,16385,1141,-354,-699,1141,-354,-699
1/13/2015 6:45,1795,513,16387,1366,1,16386,1126,-398,-664,1126,-398,-664
1/13/2015 7:00,1795,771,16386,1452,3,16385,1145,-376,-678,1145,-376,-678
1/13/2015 7:15,2049,1539,16386,1537,429,16384,1147,-342,-706,1147,-342,-706
1/13/2015 7:30,2049,1792,16385,1708,1025,16385,1125,-339,-712,1125,-339,-712
1/13/2015 7:45,2817,2048,16385,2134,256,16300,1138,-320,-722,1138,-320,-722
1/13/2015 8:00,2305,769,16385,1622,172,16384,1136,-404,-652,1136,-404,-652
1/13/2015 8:15,2561,2561,16386,1707,2048,16385,1076,-319,-729,1076,-319,-729
1/13/2015 8:30,770,770,16387,258,-937,16386,1148,-364,-686,1148,-364,-686
1/13/2015 8:45,2305,771,16387,1793,-83,16386,1150,-368,-681,1150,-368,-681
1/13/2015 9:00,2049,1537,16386,1622,769,16385,1152,-325,-712,1152,-325,-712
1/13/2015 9:15,1795,1283,16386,1282,86,16385,1129,-385,-675,1129,-385,-675
1/13/2015 9:30,1024,259,16387,769,87,16385,1148,-368,-682,1148,-368,-682
1/13/2015 9:45,2307,2050,16385,1964,769,16385,1128,-321,-723,1128,-321,-723
1/13/2015 10:00,2050,1537,16387,1793,598,16386,1066,-297,-746,1066,-297,-746
1/13/2015 10:15,1282,1280,16386,1196,-84,16385,1110,-335,-714,1110,-335,-714
1/13/2015 10:30,1793,258,16386,1281,-425,16385,1150,-322,-717,1150,-322,-717
1/13/2015 10:45,2307,1025,16387,2220,854,16386,1127,-303,-738,1127,-303,-738
1/13/2015 11:00,1538,513,16387,1367,256,16386,1136,-349,-700,1136,-349,-700
1/13/2015 11:15,2307,2305,16386,1793,684,16300,1183,-347,-688,1183,-347,-688
1/13/2015 11:30,1539,1536,16386,1111,427,16385,1172,-356,-689,1172,-356,-689
1/13/2015 11:45,2051,1795,16387,1794,1196,16385,1156,-334,-707,1156,-334,-707
1/13/2015 12:00,1539,1537,16385,1453,940,16384,1151,-339,-704,1151,-339,-704
1/13/2015 12:15,2563,1792,16387,1965,854,16386,1172,-324,-706,1172,-324,-706
1/13/2015 12:30,2048,2560,16387,1537,598,16300,1156,-376,-678,1156,-376,-678
1/13/2015 12:45,2050,1281,16387,1879,1196,16385,1130,-321,-723,1130,-321,-723
1/13/2015 13:00,1795,1538,16386,940,-596,16300,1136,-382,-677,1136,-382,-677
1/13/2015 13:15,2306,2049,16387,1878,343,16301,1142,-382,-677,1142,-382,-677
1/13/2015 13:30,1792,2307,16386,1110,428,16385,1112,-311,-733,1112,-311,-733
1/13/2015 13:45,1793,514,16387,1366,1,16386,1149,-356,-696,1149,-356,-696
1/13/2015 14:00,2307,1794,16385,1879,940,16300,1153,-354,-695,1153,-354,-695
1/13/2015 14:15,2049,1793,16387,1366,-937,16300,1147,-390,-667,1147,-390,-667
1/13/2015 14:30,1795,515,16387,1622,-84,16385,1149,-357,-693,1149,-357,-693
1/13/2015 14:45,2306,1027,16387,1538,343,16386,1122,-332,-720,1122,-332,-720
1/13/2015 15:00,1283,259,16386,941,-935,16385,1157,-346,-696,1157,-346,-696
1/13/2015 15:15,1539,771,16387,1452,172,16386,1146,-375,-677,1146,-375,-677
1/13/2015 15:30,1795,258,16387,1708,1,16386,1131,-388,-672,1131,-388,-672
1/13/2015 15:45,2051,1794,16386,1880,685,16385,1149,-341,-703,1149,-341,-703
1/13/2015 16:00,1795,1283,16386,1623,87,16385,1138,-339,-707,1138,-339,-707
1/13/2015 16:15,2048,1027,16386,1792,599,16385,1156,-337,-702,1156,-337,-702
1/13/2015 16:30,2305,1026,16386,1964,86,16385,1080,-309,-736,1080,-309,-736
1/13/2015 16:45,1282,1539,16386,1026,-510,16385,1153,-369,-679,1153,-369,-679
1/13/2015 17:00,2304,1793,16385,1963,1196,16385,1137,-332,-708,1137,-332,-708
1/13/2015 17:15,2307,1538,16386,2306,854,16385,1096,-320,-724,1096,-320,-724
1/13/2015 17:30,2050,1538,16387,1793,86,16386,1085,-308,-734,1085,-308,-734
1/13/2015 17:45,1794,768,16386,1196,1,16385,1087,-322,-728,1087,-322,-728
1/13/2015 18:00,2050,1795,16387,1368,684,16385,1121,-393,-663,1121,-393,-663
1/13/2015 18:15,1536,1027,16386,1280,1,16385,1132,-371,-679,1132,-371,-679
1/13/2015 18:30,2305,768,16387,1879,514,16386,1089,-343,-713,1089,-343,-713
1/13/2015 18:45,2561,1794,16387,1709,343,16386,1121,-338,-707,1121,-338,-707
1/13/2015 19:00,2304,1536,16386,1879,1024,16385,1134,-342,-703,1134,-342,-703
1/13/2015 19:15,2816,2818,16386,2304,513,16300,1124,-328,-714,1124,-328,-714
1/13/2015 19:30,2819,1792,16387,2049,684,16386,1094,-326,-723,1094,-326,-723
1/13/2015 19:45,2051,2307,16386,1794,1793,16385,1090,-327,-724,1090,-327,-724
1/13/2015 20:00,2818,2816,16386,2134,513,16300,1112,-331,-716,1112,-331,-716
1/13/2015 20:15,2307,1538,16387,1793,171,16385,1109,-345,-705,1109,-345,-705
1/13/2015 20:30,1537,-256,16387,1366,-767,16386,1126,-335,-710,1126,-335,-710
1/13/2015 20:45,1281,1024,16387,1195,0,16386,1119,-314,-722,1119,-314,-722
1/13/2015 21:00,1794,2048,16387,1538,1024,16386,1126,-295,-731,1126,-295,-731
1/13/2015 21:15,1537,2561,16387,1536,1281,16385,1126,-344,-704,1126,-344,-704
1/13/2015 21:30,1539,515,16385,1025,1,16384,1119,-394,-664,1119,-394,-664
1/13/2015 21:45,2305,1280,16640,2134,513,16470,1161,-350,-688,1161,-350,-688
1/13/2015 22:00,2563,2306,16387,2135,1708,16386,1108,-350,-704,1108,-350,-704
1/13/2015 22:15,2051,1792,16386,1708,940,16384,1145,-335,-705,1145,-335,-705
1/13/2015 22:30,1536,768,16387,1281,171,16386,1166,-318,-710,1166,-318,-710
1/13/2015 22:45,1539,256,16387,1282,-169,16386,1122,-329,-717,1122,-329,-717
1/13/2015 23:00,2049,1793,16386,1025,-595,16215,1146,-394,-656,1146,-394,-656
1/13/2015 23:15,2819,3072,16386,2220,2561,16215,1140,-358,-687,1140,-358,-687
1/13/2015 23:30,1794,768,16387,1452,172,16385,1144,-336,-705,1144,-336,-705
1/13/2015 23:45,2306,-255,16387,2220,-766,16385,1141,-375,-672,1141,-375,-672
1/14/2015 0:00,1792,-256,16387,1621,-424,16386,1133,-324,-715,1133,-324,-715
1/14/2015 0:15,1539,-1021,16387,1197,-1278,16386,1156,-355,-686,1156,-355,-686
1/14/2015 0:30,1538,-1024,16387,1110,-1279,16386,1136,-357,-689,1136,-357,-689
1/14/2015 0:45,1026,1026,16387,940,-168,16385,1070,-318,-726,1070,-318,-726
1/14/2015 1:00,1538,256,16387,1452,-424,16386,1152,-360,-682,1152,-360,-682
1/14/2015 1:15,2048,514,16387,1622,87,16386,1145,-329,-710,1145,-329,-710
1/14/2015 1:30,1793,1281,16387,1537,598,16386,1126,-390,-667,1126,-390,-667
1/14/2015 1:45,2304,1538,16387,1537,172,16386,1106,-318,-724,1106,-318,-724
1/14/2015 2:00,1280,768,16387,853,-85,16386,1128,-341,-706,1128,-341,-706
1/14/2015 2:15,2051,513,16386,1879,257,16386,1150,-332,-709,1150,-332,-709
1/14/2015 2:30,2563,3072,16386,2135,1622,16216,1138,-345,-703,1138,-345,-703
1/14/2015 2:45,2051,-765,16386,1112,-1023,16385,1146,-330,-709,1146,-330,-709
1/14/2015 3:00,2304,1280,16387,2134,427,16385,1161,-370,-675,1161,-370,-675
1/14/2015 3:15,2049,1025,16387,1963,87,16386,1154,-316,-715,1154,-316,-715
1/14/2015 3:30,1026,-510,16387,769,-937,16385,1148,-368,-681,1148,-368,-681
1/14/2015 3:45,1792,2,16387,1623,-510,16386,1180,-351,-684,1180,-351,-684
1/14/2015 4:00,2049,1536,16387,1622,1195,16386,1127,-335,-711,1127,-335,-711
1/14/2015 4:15,1794,-254,16386,1282,-766,16385,1154,-369,-679,1154,-369,-679
1/14/2015 4:30,2817,2819,16386,2391,1793,16300,1085,-322,-730,1085,-322,-730
1/14/2015 4:45,2048,2304,16387,1366,-596,16300,1097,-318,-728,1097,-318,-728
1/14/2015 5:00,3328,1025,16385,2817,514,16300,1115,-313,-730,1115,-313,-730
1/14/2015 5:15,2817,1537,16385,2305,769,16300,1142,-304,-727,1142,-304,-727
1/14/2015 5:30,2048,1024,16387,1707,599,16386,1185,-330,-694,1185,-330,-694
1/14/2015 5:45,2304,770,16386,1621,343,16385,1142,-358,-693,1142,-358,-693
1/14/2015 6:00,1794,1027,16641,1282,513,16470,1160,-328,-710,1160,-328,-710
1/14/2015 6:15,1537,769,16387,1196,257,16386,1148,-364,-685,1148,-364,-685
1/14/2015 6:30,2307,2304,16386,2136,1963,16385,1126,-321,-721,1126,-321,-721
1/14/2015 6:45,1795,1793,16386,1537,429,16385,1107,-337,-714,1107,-337,-714
1/14/2015 7:00,2307,2049,16387,1794,257,16301,1117,-293,-741,1117,-293,-741
1/14/2015 7:15,1539,1282,16387,1196,769,16385,1120,-408,-653,1120,-408,-653
1/14/2015 7:30,3072,1795,16386,1451,684,16300,1164,-317,-716,1164,-317,-716
1/14/2015 7:45,2816,2048,16386,1878,1109,16385,1109,-338,-717,1109,-338,-717
1/14/2015 8:00,1792,768,16386,1026,-169,16385,1138,-336,-710,1138,-336,-710
1/14/2015 8:15,2048,1794,16387,1537,855,16385,1107,-314,-729,1107,-314,-729
1/14/2015 8:30,2304,2049,16387,2048,1196,16386,1118,-313,-728,1118,-313,-728
1/14/2015 8:45,2562,1282,16386,1964,684,16385,1140,-373,-678,1140,-373,-678
1/14/2015 9:00,2304,769,16385,1793,171,16384,1115,-336,-714,1115,-336,-714
1/14/2015 9:15,3328,2817,16386,1878,-84,16215,1167,-362,-682,1167,-362,-682
1/14/2015 9:30,1794,515,16387,1708,258,16385,1123,-321,-724,1123,-321,-724
1/14/2015 9:45,2306,2048,16387,1196,343,16300,1114,-334,-716,1114,-334,-716
1/14/2015 10:00,2048,1539,16386,1281,88,16384,1094,-315,-734,1094,-315,-734
1/14/2015 10:15,1792,514,16387,1366,172,16385,1152,-364,-687,1152,-364,-687
1/14/2015 10:30,1539,1793,16387,1537,514,16385,1156,-366,-685,1156,-366,-685
1/14/2015 10:45,2561,1281,16386,2049,599,16385,1142,-378,-677,1142,-378,-677
1/14/2015 11:00,1794,769,16386,1452,598,16385,1162,-335,-704,1162,-335,-704
1/14/2015 11:15,2049,1537,16386,1537,-84,16385,1163,-356,-688,1163,-356,-688
1/14/2015 11:30,2307,1538,16387,2220,769,16387,1147,-357,-693,1147,-357,-693
1/14/2015 11:45,1794,2049,16385,1623,855,16384,1151,-353,-696,1151,-353,-696
1/14/2015 12:00,2050,1027,16386,1963,1,16385,1108,-314,-733,1108,-314,-733
1/14/2015 12:15,1793,1282,16386,1452,428,16386,1137,-346,-702,1137,-346,-702
1/14/2015 12:30,1793,256,16387,1621,-425,16386,1112,-406,-661,1112,-406,-661
1/14/2015 12:45,2048,2560,16387,1793,769,16385,1133,-337,-710,1133,-337,-710
1/14/2015 13:00,1795,259,16387,1538,2,16385,1166,-362,-687,1166,-362,-687
1/14/2015 13:15,2816,2306,16384,1964,598,16299,1153,-360,-690,1153,-360,-690
1/14/2015 13:30,2049,768,16387,1536,513,16386,1152,-351,-697,1152,-351,-697
1/14/2015 13:45,1539,769,16387,1368,342,16386,1154,-333,-710,1154,-333,-710
1/14/2015 14:00,2049,257,16386,1282,-510,16299,1178,-340,-694,1178,-340,-694
1/14/2015 14:15,2051,1024,16387,1708,854,16386,1144,-385,-669,1144,-385,-669
1/14/2015 14:30,3075,3584,16386,1794,1708,16214,1124,-336,-713,1124,-336,-713
1/14/2015 14:45,1283,2306,16385,1025,-169,16299,1147,-358,-692,1147,-358,-692
1/14/2015 15:00,1537,771,16386,1111,-168,16385,1122,-360,-699,1122,-360,-699
1/14/2015 15:15,1795,1282,16386,1623,257,16385,1158,-306,-724,1158,-306,-724
1/14/2015 15:30,2817,2048,16385,2305,1451,16384,1136,-339,-706,1136,-339,-706
1/14/2015 15:45,2818,2306,16387,2048,1367,16300,1114,-317,-727,1114,-317,-727
1/14/2015 16:00,2048,1536,16386,1707,256,16385,1170,-347,-693,1170,-347,-693
1/14/2015 16:15,1794,769,16386,1623,257,16386,1134,-381,-674,1134,-381,-674
1/14/2015 16:30,2306,770,16387,2219,-254,16386,1052,-277,-754,1052,-277,-754
1/14/2015 16:45,2304,512,16387,1452,342,16386,1127,-386,-671,1127,-386,-671
1/14/2015 17:00,2048,771,16387,1792,2,16386,1141,-395,-658,1141,-395,-658
1/14/2015 17:15,2307,513,16386,1538,-254,16385,1139,-404,-651,1139,-404,-651
1/14/2015 17:30,2563,1283,16386,1965,515,16385,1158,-363,-677,1158,-363,-677
1/14/2015 17:45,2051,1539,16386,1709,429,16385,1170,-352,-690,1170,-352,-690
1/14/2015 18:00,2307,1537,16385,2135,684,16300,1094,-297,-738,1094,-297,-738
1/14/2015 18:15,2048,1281,16386,1537,257,16386,1097,-413,-651,1097,-413,-651
1/14/2015 18:30,2048,1281,16385,1708,0,16384,1142,-334,-708,1142,-334,-708
1/14/2015 18:45,3073,1026,16386,2475,1025,16300,1153,-315,-716,1153,-315,-716
1/14/2015 19:00,2306,1283,16386,1538,1112,16385,1076,-331,-720,1076,-331,-720
1/14/2015 19:15,1538,1280,16386,1537,598,16385,1180,-331,-695,1180,-331,-695
1/14/2015 19:30,3072,2049,16386,2219,342,16300,1176,-316,-707,1176,-316,-707
1/14/2015 19:45,3075,3072,16385,2135,1793,16300,1160,-357,-688,1160,-357,-688
1/14/2015 20:00,2049,769,16387,1707,684,16386,1102,-313,-731,1102,-313,-731
1/14/2015 20:15,2049,769,16386,1536,256,16385,1158,-301,-722,1158,-301,-722
1/14/2015 20:30,2306,3075,16385,2049,855,16215,1144,-344,-700,1144,-344,-700
1/14/2015 20:45,2562,514,16386,2220,-511,16215,1154,-408,-642,1154,-408,-642
1/14/2015 21:00,1795,769,16386,1539,86,16385,1157,-323,-708,1157,-323,-708
1/14/2015 21:15,2818,2050,16385,2219,1282,16384,1082,-303,-737,1082,-303,-737
1/14/2015 21:30,2049,1537,16386,1537,598,16385,1181,-316,-704,1181,-316,-704
1/14/2015 21:45,2818,3328,16385,2391,2134,16215,1099,-338,-715,1099,-338,-715
1/14/2015 22:00,2051,1282,16387,2050,941,16386,1121,-353,-702,1121,-353,-702
1/14/2015 22:15,1792,1281,16640,1537,-84,16470,1111,-326,-718,1111,-326,-718
1/14/2015 22:30,1538,1026,16386,1196,-425,16299,1025,-325,-725,1025,-325,-725
1/14/2015 22:45,1282,0,16387,769,-1450,16300,1147,-361,-685,1147,-361,-685
1/14/2015 23:00,2051,259,16387,1794,-83,16386,1077,-311,-734,1077,-311,-734
1/14/2015 23:15,1283,513,16387,1025,-339,16386,1131,-340,-705,1131,-340,-705
1/14/2015 23:30,2304,769,16386,1793,1,16386,1153,-341,-697,1153,-341,-697
1/14/2015 23:45,2050,1281,16387,1281,172,16386,1148,-367,-678,1148,-367,-678
1/15/2015 0:00,2304,3075,16387,1536,1196,16301,1168,-333,-702,1168,-333,-702
1/15/2015 0:15,2562,1792,16386,1538,171,16386,1142,-305,-725,1142,-305,-725
1/15/2015 0:30,1794,1025,16387,1452,86,16386,1129,-389,-669,1129,-389,-669
1/15/2015 0:45,2560,1792,16387,2390,939,16301,1131,-386,-670,1131,-386,-670
1/15/2015 1:00,2562,1283,16387,1793,854,16386,1140,-353,-695,1140,-353,-695
