xa,ya,za,xm,ym,zm
-233.3830765,-192.6362393,1004.123931,29648.18388,15108.04793,-21259.99697
-180.8522235,-151.5711753,1020.984591,29434.85393,12451.40926,-23877.83562
-165.3018665,-125.7719443,1028.928676,28936.40207,11964.19842,-24333.64014
-215.8803235,-174.4814313,1017.016563,29629.11571,13900.69386,-22071.46992
-213.9476515,-157.2815633,1013.065481,29291.92434,13495.84495,-22796.76942
-224.6825315,-133.3725673,1017.055278,30018.33506,12535.69264,-22698.12733
-223.6733265,-167.7881663,1011.078706,29954.1796,13661.86328,-21977.67638
-205.1759975,-167.8014783,1016.026127,29617.57289,13418.23758,-22793.49987
-172.0983415,-144.8837473,1026.9333,28623.16039,13008.04202,-23976.77916
-225.6051485,-183.0812183,1009.084328,30039.76767,13904.04931,-21796.52348
-209.0880095,-148.6828603,1014.061693,29211.21778,13494.99737,-22707.23479
-159.4818125,-102.8375263,1028.945368,28753.98837,10836.03658,-25237.12445
-165.3210605,-104.7453203,1026.964072,28846.08512,11400.00719,-24695.05485
-139.0376495,-100.9434273,1030.919974,28493.5378,9706.696232,-25780.09178
-133.2262375,-70.35995632,1033.916659,28400.55115,9142.83592,-26412.48883
-110.8365785,-66.55602532,1035.891987,27743.1774,9218.15603,-26960.89434
-99.14899445,-70.39029732,1035.883407,27334.30523,9214.579972,-27055.18588
-105.9755355,-60.82238832,1039.859315,27738.44851,8896.150824,-27141.15615
-89.39686345,-86.64852032,1035.865228,26932.65316,10097.23522,-27240.88587
-71.90468345,-54.16192632,1041.831712,26663.48209,8404.440918,-28144.47509
-96.25903245,-38.84906532,1037.891058,27317.75412,8087.561751,-27686.10221
-71.91296345,-42.69682032,1035.894322,26580.25846,8323.257497,-28235.49708
-45.61449845,-54.18899832,1038.846133,25603.4396,8959.303085,-28607.10688
-72.88248445,-48.42846032,1038.863463,26421.64181,8724.454918,-28147.24664
-63.15046045,-42.70423032,1036.881487,26336.79102,8562.825349,-28328.49781
-67.05421345,-34.09650332,1038.872892,26334.42658,8401.822746,-28418.62871
-60.25637945,-15.94133632,1039.876282,26399.62455,7194.875037,-28958.32649
-43.71142545,-9.264440317,1041.856707,25985.1336,6869.40408,-29323.20729
-31.02368245,-41.77288132,1043.805829,25266.40086,8473.78741,-29241.98066
-46.61461545,-27.42325932,1040.851533,25915.20673,7754.346583,-28963.77131
-51.47334445,-36.97779132,1039.854514,26084.45045,8319.606004,-28872.54614
-60.23124045,-43.65795632,1042.826416,26329.69769,8079.81754,-28598.89052
-48.52545945,-63.74616332,1036.857043,25767.95443,9202.557301,-28696.14351
-51.47013845,-40.80030032,1040.842465,25841.13563,8478.507095,-28875.12114
-34.90649945,-52.28657632,1039.83402,25598.40546,8798.631401,-28968.22013
-98.17900645,-65.61367932,1033.904638,26925.71245,9533.560651,-27420.85286
-98.19629045,-50.31557332,1039.864624,27248.13251,8811.170733,-27145.81479
-93.30932145,-67.52909532,1034.891973,27008.93608,9614.744072,-27329.83087
-121.5203935,-93.31080832,1033.891939,27598.01014,10504.81261,-26331.7602
-86.49732545,-64.66638532,1036.87363,26844.116,9532.823379,-27421.64568
-74.79422045,-84.74975032,1036.851331,26277.79648,10252.89117,-27608.73476
-120.5572005,-83.75101032,1036.8731,27841.17233,10426.57828,-26419.61092
-117.6449225,-73.24205132,1033.907102,27107.54151,10500.49928,-26426.84456
-152.6269055,-144.8987793,1030.889096,28292.32509,13005.64446,-24431.58768
-185.7187025,-153.4782683,1020.985207,29361.2407,12933.56949,-23517.90828
-131.2173195,-133.4489173,1030.888968,27625.06154,12195.06418,-25159.56709
-161.3730165,-160.1878613,1025.924303,28382.94729,13408.50217,-23889.32153
-165.2708665,-156.3617003,1024.938136,28705.0621,12847.44577,-23795.1349
-154.6015965,-117.1762983,1032.895749,28278.44368,11878.29532,-24791.52166
-161.3835055,-149.6729353,1026.924359,28216.50004,13246.13532,-24071.36552
-204.1736295,-195.5254673,1011.046383,29548.1039,14061.17981,-22162.78673
-214.8880195,-190.7370863,1010.064145,29873.90507,13902.90568,-22069.09146
-200.2912375,-185.9651803,1017.990922,28811.80339,14135.43172,-22441.00271
-176.9393405,-169.7371923,1018.985116,29041.05832,13413.73851,-23341.01429
-168.1945675,-154.4456893,1026.923446,28541.71656,12926.63799,-23887.14626
-172.1321645,-107.6096443,1023.000057,29252.74547,11161.91389,-24600.46849
-177.9814345,-99.95753432,1023.009189,29648.19411,9796.140525,-24594.83376
-186.7201575,-126.7101083,1025.964144,29268.40668,12289.04242,-24059.87961
-120.5357975,-103.8274543,1031.900258,27525.13418,11067.5293,-25971.93113
-122.4890645,-97.13563232,1030.91562,27520.55792,10664.85733,-26061.76722
-171.1242345,-144.8854673,1025.941675,28946.74975,12608.09853,-23882.78908
-113.7183235,-106.6997183,1033.877073,27355.12734,10905.60368,-26515.28492
-95.25934045,-66.56821232,1038.858388,27249.14918,9214.283924,-27417.2885
-92.36258345,-39.81016032,1035.906109,27401.13037,8088.078412,-27504.65449
-83.57903945,-63.71006732,1040.837815,26679.88057,9612.1259,-27603.98449
-39.77389145,-53.23784032,1039.835443,25596.77829,8718.185252,-29058.44931
-48.54412345,-46.53720632,1041.827464,26086.96752,8399.941846,-28691.98951
-55.37253245,-33.14920932,1041.841884,26325.40082,7999.70231,-28960.10204
-73.85251445,-51.29664832,1036.87913,26423.11636,8885.567828,-28147.44318
-39.79580345,-30.29794432,1039.854811,25669.22222,7913.578592,-29237.32866
-51.47880145,-32.19703232,1041.840907,25922.60531,8076.02087,-28512.52716
-39.77433745,-53.23703332,1040.826622,25440.24669,8957.82854,-28608.69252
-18.37341445,-33.18390332,1041.824936,24770.31345,8147.57918,-29607.65427
-32.97835045,-32.21599332,1039.850075,25343.57368,7991.185956,-29240.5982
-46.61733345,-25.50998732,1042.835505,25993.70147,7513.524798,-29053.01113
-29.10510945,-12.14320132,1044.821133,25170.33835,7184.477783,-29512.18346
-34.92796545,-29.34748732,1038.862209,25342.53115,8071.963022,-29421.35138
-42.71493945,-33.16107832,1041.836086,25836.10149,8317.83541,-29236.23439
-36.87522445,-32.20830632,1044.807754,25423.39033,7992.143841,-29420.46028
-30.06282445,-27.43797332,1041.83513,25502.62235,7831.87851,-29509.79837
-32.00379745,-32.21852032,1037.867271,25345.20085,8071.632104,-29150.36903
-45.63547645,-33.15914632,1040.846245,25755.70019,8155.65431,-28965.84831
-45.62088945,-47.49819532,1038.851782,25761.90362,8638.772425,-28785.78305
-59.24076245,-58.00195332,1035.875612,26261.70325,8883.87267,-27968.37392
-79.69167845,-57.02130232,1042.824038,26674.71966,9048.230718,-27603.29658
-112.7830295,-65.60159832,1031.92897,27667.937,9619.870111,-26691.19618
-109.8520035,-76.11845632,1031.918755,27423.57966,9859.548269,-26874.52435
-77.74210545,-57.98137832,1039.848802,26755.42621,9049.078297,-27692.83121
-118.6158025,-78.01705532,1037.868229,27994.47544,9542.152442,-26597.59918
-77.73480145,-65.62801032,1039.842346,26514.01796,9610.982273,-27876.55247
-78.71803845,-56.06800032,1040.842041,26354.81667,9850.956479,-27697.77803
-122.5095965,-76.10658732,1031.924553,27516.26106,10584.7421,-26422.97874
-106.9168375,-92.36786732,1034.877235,27270.42917,10663.30735,-26606.11037
-95.22880745,-96.20294632,1033.877476,27346.55947,10261.48296,-26785.48108
-159.4525965,-133.4240543,1028.919544,28531.06364,12444.0714,-24518.84877
-164.3021955,-152.5368763,1027.914455,28460.55213,13167.79069,-24068.88879
-151.6655595,-132.4731083,1031.89032,28036.14553,12440.3096,-25065.57037
-173.0994135,-115.2537493,1024.976405,28852.5938,11721.79179,-24334.13814
-141.9495235,-109.5447633,1028.931691,28270.1552,11556.73134,-25333.09326
-184.7678245,-131.4918863,1024.968038,30302.31352,9559.928119,-24226.8866
-208.1074695,-157.2838133,1017.027521,29612.844,13096.23238,-22973.76168
-148.7802255,-93.29008632,1027.957353,28506.09729,10592.2657,-25329.53554
-172.1097645,-132.4587773,1025.952612,28537.1403,12523.96602,-23976.98235
-158.4926515,-118.1333173,1026.949652,28684.0615,11720.97908,-24877.68847
-180.8476375,-157.3045353,1022.962107,29119.40043,13253.58349,-23520.67983
-203.2523505,-145.8143953,1021.99087,29926.67033,12213.612,-23421.14665
-187.6806115,-139.1373933,1022.980562,29276.38991,12771.93992,-23699.15945
-184.8029855,-94.21536232,1024.008332,29258.51688,11403.14203,-24239.45351
-179.9100295,-120.0273103,1023.984313,29180.60679,11805.18703,-24240.73769
-159.4735955,-111.4399873,1028.938105,28677.7313,10834.63747,-24695.95257
-196.4618205,-120.0125963,1023.000716,29514.84907,11887.81012,-23515.0451
-148.7601395,-114.3183243,1027.939599,28676.38353,11076.74806,-25057.55719
-145.8423415,-111.4527693,1028.931861,28592.85465,11156.89816,-25329.43063
-160.4550275,-102.8374203,1027.954635,28756.35281,10997.03918,-25146.99355
-95.25477545,-71.34735732,1038.854353,27492.76925,8894.049312,-27233.86205
-102.0563245,-82.81656332,1031.909538,27585.45065,9619.243145,-26782.31645
-116.6452935,-98.09855332,1028.929779,27843.10475,10345.69091,-26148.5303
-95.27624145,-48.40826832,1037.882542,27241.31858,8650.719661,-27687.58294
-122.5250545,-62.72013932,1037.882925,27989.28868,9462.147518,-27049.13816
-66.08371645,-32.18333732,1041.847597,26570.06342,7598.690631,-28595.92243
-52.44061445,-43.66768132,1039.849311,25839.81371,8236.727425,-28784.49887
-49.53464345,-30.28477932,1044.815166,26079.87419,7916.934037,-28962.38222
-67.06013745,-28.36072232,1039.868913,26574.20766,7759.472622,-28325.13662
-51.47969345,-32.19541832,1043.823265,26002.5746,7996.311995,-28601.96352
-52.46751645,-16.90204832,1042.845444,26236.86366,7435.290468,-29140.86185
-54.39477345,-36.97424532,1040.847031,26167.8267,8320.122664,-28691.09842
-26.18323445,-12.14755432,1042.837437,25329.84489,6783.170056,-29510.10646
-45.63957445,-29.33502332,1041.840652,25756.74271,8074.877243,-28785.09514
-39.80077245,-27.42642232,1044.813127,25671.58666,8074.581195,-29147.19776
-26.18597345,-9.280067317,1042.839858,25249.41773,7104.879213,-29691.94727
-46.62279045,-20.72922832,1044.821898,26074.56065,7433.705616,-29052.12003
-31.04243045,-20.74706432,1040.850046,25661.39162,7350.014328,-29507.6231
-47.57774545,-39.84570232,1043.815025,25680.61242,8476.701631,-28605.72443
-59.25305645,-46.52958432,1038.858833,26336.63839,8643.49211,-28418.92353
-38.81846945,-35.07638832,1041.832688,26081.50136,7997.380186,-28872.15305
-71.90971545,-48.42775932,1040.845375,26341.67253,8804.163794,-28057.81028
-87.45822545,-77.09286332,1034.881227,26601.38583,9852.947685,-27514.74467
-91.35605445,-74.22091732,1035.876611,27093.63425,9857.040403,-27239.00542
-102.0549025,-86.63584432,1036.862205,27348.18664,10341.92911,-26695.25191
-86.50596745,-57.01733232,1039.853623,26921.13619,9130.888685,-27510.68895
-126.3777425,-104.7761913,1033.884485,28018.85715,11232.73493,-25696.38842
-134.1697905,-100.9471853,1031.908923,28261.89257,10751.2771,-25422.43798
-123.4782045,-82.79405632,1034.892887,27919.38767,9863.199763,-26237.4753
-145.8459935,-107.6294533,1028.935089,28109.32673,11716.2594,-25244.548
-111.7563935,-121.9948083,1033.863269,27444.70702,11389.23846,-26153.77194
-106.8876215,-122.9543953,1034.851411,27280.92947,11226.5407,-26064.83358
-164.3304775,-123.8603923,1029.921023,28527.8093,12283.1791,-24699.30712
-130.2947445,-81.83183632,1034.896816,28002.15342,10186.38347,-26417.73047
-155.5702885,-120.0469073,1027.937879,28606.45666,11961.69056,-24698.12121
-144.8832885,-96.16041832,1028.944327,28344.81095,10993.79404,-25512.26743
-123.4690745,-92.35234632,1034.884817,27759.14385,10183.95104,-26239.45402
-106.9127395,-96.19199032,1033.882828,27754.10972,10023.27935,-26600.56728
-134.1661595,-103.8162863,1029.924144,27851.97788,10828.47811,-25697.48269
-175.9839185,-151.5757403,1020.982361,28785.03138,12767.73689,-23884.57126
-146.7968295,-131.5242653,1028.91536,28354.26872,11637.80445,-25151.74382
-162.3809045,-124.8204683,1026.945787,28609.12636,11961.35964,-24427.13886
-117.6266835,-91.40441632,1031.909411,27673.09791,10183.76529,-26691.88409
-144.8682135,-112.4087043,1029.921787,28355.89589,11718.2506,-25061.51464
-94.26240845,-90.46565732,1037.846588,27018.9785,10419.9777,-27059.83125
-135.1722005,-71.31476632,1032.925565,28245.18884,9704.925638,-26143.78003
-85.51175345,-79.00150532,1040.825795,26682.24501,9773.128503,-27513.85358
-82.59399745,-74.22752032,1037.854955,26688.44844,10256.24662,-27333.78832
-108.8655395,-90.45519032,1033.888562,27270.14977,10340.75061,-26334.73493
-107.9123685,-71.33548832,1038.860151,27252.40352,9375.176221,-27236.83015
-73.84928745,-56.07337232,1039.848632,26509.74695,9046.976785,-27785.53711
-32.94960145,-61.84749932,1038.833879,25279.69762,9439.913334,-28791.52269
-57.32760445,-25.49994432,1042.840411,26489.35686,7597.843052,-28506.38779
-86.51191245,-50.32733632,1038.868093,26753.95167,8887.965388,-27692.63466
-61.20356345,-43.65946432,1039.853325,26251.94022,8401.195779,-28509.74898
-38.78882845,-64.70950832,1038.834134,25035.21351,9276.367995,-28613.0497
-36.88303745,-21.69822232,1039.860736,25503.08022,7589.878228,-29238.5212
-32.98656745,-23.61353232,1039.857338,25825.62705,7270.711807,-29325.28429
-30.06416245,-27.43555232,1044.808667,25422.65306,7911.587386,-29420.36201
-22.24801445,-52.30005932,1037.845864,25188.49077,8875.83241,-29243.26484
-30.06375845,-25.52792932,1039.854386,25581.26971,7510.389965,-29508.61246
-30.07331345,-16.92304732,1042.835186,25417.03428,7589.692486,-29690.95127
-33.96706545,-16.92100932,1040.854612,25582.61748,7268.279377,-29147.00785
-32.00333045,-33.17354232,1038.857643,25427.38195,8233.592592,-29240.1002
-23.22944645,-43.69749232,1036.862394,25095.80937,8150.638577,-29694.81045
-42.71772045,-28.38516132,1037.875405,25507.22446,7750.660219,-28967.7354
-47.58734245,-29.33239032,1042.832723,25919.93562,8076.351789,-28783.50951
-41.74263745,-32.20535532,1042.827626,25918.8931,8157.128855,-28964.26268
-78.72538445,-46.51293832,1036.885395,26913.30559,8567.324421,-27780.98338
-80.69181645,-29.30134832,1042.847887,26903.84781,7923.314009,-28141.507
-42.70311245,-43.67842532,1037.862493,25838.18654,8156.281277,-28874.72805
-68.98051545,-57.03295932,1040.836774,26503.51767,9047.748928,-28417.82925
-95.25984945,-63.70476032,1033.904914,27171.39171,9535.662163,-27328.14696
-72.84415945,-87.61906332,1036.848018,26442.76918,10254.14511,-27426.49423
-100.1176235,-76.12355132,1036.87019,27259.49685,9858.18403,-26966.43743
-99.10744245,-114.3576243,1036.837464,27109.44808,10903.50217,-26607.99082
-135.1119635,-133.4452653,1030.890752,27948.93029,12117.67743,-25336.95244
-86.47997845,-82.82713632,1036.858297,26772.40934,10417.98649,-27242.8646
-145.8601135,-94.24542632,1031.919924,28260.2654,10670.83095,-25512.66716
-149.7711915,-77.03685232,1031.936234,28821.55079,9790.091471,-25686.69133
-174.0648155,-125.7637273,1028.93269,28538.46222,12765.74569,-24067.60461
-122.4739685,-114.3381333,1033.874631,27771.98274,11392.07724,-26060.27322
-176.9881335,-120.9858783,1023.982168,29100.48488,11965.56266,-24241.72706
-162.3877625,-117.1746433,1025.961064,28924.88511,10997.85189,-24603.44322
-176.9347965,-173.5621223,1016.99953,28714.51987,13491.45618,-23434.61129
-214.0014765,-102.7960823,1017.076196,29996.62304,10844.77924,-23328.35575
-188.6533595,-140.0923093,1022.980201,29275.06799,12530.16025,-23608.53719
-165.3128645,-112.3935663,1024.975258,29008.69338,11240.25853,-24602.94522
-210.0283355,-184.0468133,1015.023459,29463.83775,14060.77345,-22434.56189
-182.8570225,-93.26055232,1024.999426,29575.9028,10520.08042,-24325.52869
-155.5388215,-151.5916853,1024.937711,28536.68243,12765.9663,-24248.25951
-190.6070725,-133.3996803,1022.986742,29348.98646,11886.6665,-23787.61308
-188.6305765,-162.0796043,1018.996924,29125.62971,13252.81135,-22888.38769
-190.5842895,-155.3869753,1019.003465,28713.93522,13330.23297,-23344.08729
-115.6825465,-88.53794832,1032.902119,27914.35353,9702.528078,-26598.58855
-162.4174035,-87.54152332,1028.959618,28590.05819,10754.00558,-25238.61181
-165.3242665,-100.9228113,1025.976121,28922.95269,11078.73926,-24874.52384
-178.9477915,-107.6032533,1023.003179,29014.03277,11239.59669,-24060.98052
-151.6884055,-107.6231683,1029.928944,28267.51136,11073.172,-25151.84873
-140.9849925,-99.98738632,1028.939315,28501.3684,10270.2605,-25509.79734
-109.8679495,-60.82277132,1034.905204,27742.59275,9056.932815,-26870.37035
-81.60165145,-92.39160532,1034.865639,26531.61159,10657.22343,-27064.88297
-100.1185155,-76.12193732,1038.852548,27502.22702,9538.059724,-26873.33844
-98.17210645,-75.16793432,1038.852463,27179.22232,10099.22643,-27057.85252
-78.73086245,-40.77796432,1036.890237,26661.70229,8404.661531,-28325.12999
-58.28166745,-44.61803232,1039.85118,26335.01122,8563.045961,-28509.1527
-54.37381645,-57.04988232,1036.865368,26096.57792,8963.285497,-28241.04018
-50.50925945,-27.41960732,1040.853317,26081.50136,7997.380186,-28872.15305
-46.61187645,-30.29074632,1040.849112,25994.13349,7755.414774,-29233.96084
-21.28068145,-48.47281432,1043.79572,25103.05532,8552.979625,-29333.99202
-44.65907645,-36.02754632,1040.843378,25677.05282,8477.142855,-28967.03422
-46.58176845,-60.87888832,1038.84093,25769.73422,9202.336688,-28515.48861
-42.69075545,-58.01343932,1040.823925,25764.70009,9041.665004,-28876.60186
-51.47289845,-36.97859832,1038.863335,25841.44088,8317.173573,-28694.26969
-56.31746545,-61.82558732,1038.844583,26179.19104,9367.135961,-28511.72107
-58.28393945,-42.70556732,1040.843973,26011.72712,8801.655928,-28422.29135
-48.52864445,-60.87786932,1037.850643,25771.05614,9444.116358,-28606.11088
-48.56968745,-19.77399432,1041.85006,25990.44713,7352.632501,-29233.46948
-57.27925745,-74.25045132,1038.834538,26020.87964,9606.999861,-28242.61918
-68.98737345,-49.38713432,1039.852051,26586.30927,8887.042373,-28145.85754
-79.67210145,-75.18608832,1037.85281,26682.82966,9934.351718,-27604.37758
-81.63356445,-60.84602032,1038.856986,26837.60732,9211.038785,-27782.56238
-96.22435945,-74.21635232,1035.878841,26848.10761,9774.27213,-27241.2856
-57.26284445,-90.50115832,1036.838461,25628.9906,10972.332,-27886.94411
-107.9073785,-75.16122532,1035.883386,27426.09673,9939.884111,-26693.96772
-106.9424225,-64.65044032,1032.91828,27902.68394,8816.848302,-26958.81734
-140.0263645,-85.64844332,1031.924511,28013.41684,10346.28301,-25424.32507
-110.8123735,-92.36260132,1036.861377,27678.56407,10586.32695,-26511.72055
-78.68977745,-83.79026932,1036.853922,26523.32311,10335.65945,-27606.45458
-111.7901535,-87.58335032,1035.874679,27347.01734,10019.48268,-26514.20392
-161.4314275,-99.96902032,1027.957502,28921.47814,10917.62635,-24874.32729
-140.9841005,-99.98900032,1026.956957,28343.3364,10832.68113,-25512.07089
-128.2858475,-143.9665823,1029.887574,27951.14211,12359.34679,-25337.24726
-165.3278975,-98.05371032,1027.9609,28923.84258,11078.62896,-24784.19639
-132.2074355,-115.2888673,1028.922389,28102.08078,11313.91835,-25605.36643
-177.9238945,-161.1289763,1024.939899,28953.9957,13010.43958,-23521.97065
-159.4749545,-110.4833513,1029.930091,28600.40586,11397.90568,-24787.76075
-143.8890745,-118.1445913,1029.916499,28026.68775,11796.29919,-25426.09398
-129.3051165,-98.08264932,1033.891472,27931.79454,10829.43599,-25877.34477
-131.2351335,-114.3331443,1029.913929,27940.20979,11554.22347,-25697.57433
-84.53359045,-80.91891832,1034.876661,26768.57035,10095.87098,-27332.79896
-101.0561865,-110.5365173,1031.885689,27195.92605,11145.57789,-26336.51047
-114.6997765,-97.14293632,1030.912052,27594.60317,10424.58708,-26602.64428
-98.16344345,-83.77120232,1037.854021,27177.9004,9857.446757,-26967.23025
-101.0935565,-74.21017332,1037.863429,27173.75616,9696.664766,-27238.01605
-100.1404695,-51.27361132,1034.908814,27572.89116,8733.673675,-27232.87269
-77.71658345,-82.83616032,1035.863104,26685.62612,10337.2443,-27695.19639
-85.48124145,-107.6820243,1033.863332,27020.45304,10581.09061,-27060.02779
-87.47871545,-57.97224832,1039.853262,26919.50902,9050.442536,-27600.91812
-80.65531745,-66.58029332,1040.834056,26352.75748,9528.620354,-27607.05749
-84.54679745,-68.49072032,1037.860689,26924.66993,9614.337718,-27601.60603
-110.8648605,-37.87954132,1037.898555,27972.61081,7931.9058,-27318.25332
-70.93562945,-47.47526432,1037.872199,26507.07726,9047.307703,-28056.51946
-62.16308345,-57.99679332,1038.850487,26263.60981,9286.875555,-28149.52018
-53.40285245,-56.09173832,1040.830445,25770.31887,9363.559904,-28606.01261
-39.80446645,-21.69467632,1040.853253,25993.70147,7513.524798,-29053.01113
-53.43158045,-27.41444732,1043.828192,26323.34163,7677.366186,-28869.3815
-38.83490345,-17.87146632,1041.847214,25421.63639,7508.474195,-29148.8883
-46.59820245,-43.67396632,1038.855456,26005.52369,8318.537813,-28602.35661
-44.67096645,-22.64755432,1038.872318,25833.30503,7914.942831,-29145.41557
-31.03009445,-34.12786332,1041.829927,25426.64468,8153.036137,-29240.00193
-57.31528945,-37.92652832,1041.838741,25928.19825,8881.806028,-28694.16478
-35.90251845,-29.34496032,1040.845013,25590.88011,8073.733616,-29057.66313
-30.05140145,-39.86294332,1042.815818,25513.12264,8395.111855,-28968.52159
-61.21311845,-35.05458232,1042.834125,26411.29414,8080.554813,-28598.0977
-45.62454145,-43.67487932,1038.85501,25754.07302,8075.208161,-29056.07749
-48.55463345,-35.06806532,1040.845969,26083.8658,8158.382789,-28782.02214
-51.47196445,-38.88864232,1040.844079,25925.24915,8559.58021,-28693.77169
-49.52326245,-40.80131932,1041.832752,25926.29168,8478.803143,-28513.01852
-61.16343345,-83.80751032,1035.854715,26111.93387,10251.74755,-27881.30274
-45.60899945,-60.87818732,1040.822842,25928.19825,8881.806028,-28694.16478
-70.90278245,-80.93089332,1035.861596,26193.0983,10010.59484,-27699.56021
-100.1158185,-77.08099432,1034.887025,27346.55947,10261.48296,-26785.48108
-61.13920745,-110.5683013,1038.805656,25797.95492,11215.03468,-27524.34349
-116.6680765,-76.11125832,1032.913056,27594.90842,10263.25356,-26421.79283
-112.7597375,-90.45234532,1032.899167,27762.67759,10667.40007,-26330.37111
-107.8964435,-85.67695832,1033.892151,27591.65408,10102.36126,-26602.25118
-136.0915695,-126.7543563,1029.905668,28107.11491,11474.59003,-25244.25318
-127.3655655,-89.48282132,1032.906664,28167.27875,10106.97064,-26145.06421
-152.6465245,-124.8255633,1031.897222,28444.15365,11960.10571,-24609.3794
-142.9318685,-99.98636732,1027.949028,28258.48561,10671.05156,-25693.32206
-165.2968765,-129.5976813,1025.951911,28770.6921,11882.38804,-24515.7824
-198.3945135,-136.2582493,1024.970247,29358.90211,12288.67663,-23155.8123
-202.2449925,-177.3641213,1014.034361,29461.77856,13738.43733,-22343.84136
-160.4358545,-122.9098293,1027.937688,28285.53701,12361.30313,-24521.12895
-195.4462245,-161.1189983,1017.018495,29127.84153,13494.48071,-22888.6825
-188.6419575,-151.5630643,1021.979338,29199.67496,13012.54109,-23429.26474
-175.0202585,-142.9709643,1024.953894,28947.94489,12446.6547,-23611.61019
-155.5693545,-121.9569513,1029.918623,28763.01412,11238.15701,-24695.65112
-181.8368195,-141.0545293,1022.976272,29109.94266,12609.57308,-23881.20344
-135.1110505,-134.4010943,1030.889945,27953.22715,12197.79266,-24975.74092
-190.6107245,-129.5763643,1022.98997,29109.51063,12367.6831,-23700.25373
-186.7115155,-134.3591613,1022.984151,29108.46811,12448.46017,-23881.0069
-178.9290645,-127.6748553,1023.977411,28941.28359,12205.53687,-24062.95261
-166.2673315,-133.4192773,1026.940308,28614.43989,12444.58806,-24337.40105
-136.1134605,-104.7686753,1031.906587,28020.63695,11232.51431,-25515.73352
-139.0111725,-128.6624683,1030.896571,28109.60613,12038.81613,-25515.92343
-115.6743505,-96.18619432,1030.913305,27522.61712,10987.19346,-26152.48776
-82.57439945,-93.34652132,1034.865278,26607.43663,10416.73256,-27425.10513
-74.79876445,-80.92482032,1038.836917,26683.26168,10176.24169,-27785.32729
-66.02534745,-90.49374832,1035.851296,26277.49122,10414.22469,-27789.5862
-82.62365945,-43.64018532,1038.871958,26993.12225,8568.282306,-27960.84546
-62.14301845,-78.07081632,1036.851182,26271.87244,10092.32979,-28060.17546
-86.50641345,-57.01652532,1040.844802,27081.22738,8890.804173,-27599.13594
-90.40566445,-50.32529832,1036.887519,27080.05809,8568.357742,-27418.08795
-81.63084645,-62.75929232,1036.873014,26434.35393,9529.357627,-27606.26467
-65.07948045,-63.72741432,1040.829341,26185.2677,9447.030579,-27969.85465
-51.46606145,-43.67020832,1037.866507,25847.64431,8800.291688,-28514.20443
-45.58619545,-83.81969732,1038.821116,25695.5105,10007.16396,-28517.26416
-60.23444645,-39.83544732,1041.838465,26174.7674,8883.797234,-28511.13143
-80.66860845,-50.33523532,1035.89188,26588.82634,8967.378215,-27965.30092
-66.06275945,-52.25897432,1037.865934,26259.6182,9045.426803,-28329.88026
-63.09799445,-96.23307532,1033.862758,26196.0474,10332.82066,-27699.9533
-48.53452645,-57.05051832,1042.809766,26091.54378,8802.613813,-28602.15343
-45.61674945,-53.23074832,1041.820477,25768.99695,9121.780234,-28515.39034
-57.31439745,-37.92814232,1039.856383,26084.45045,8319.606004,-28872.54614
-64.10588245,-60.86568232,1034.884242,26260.81335,8883.982976,-28058.70137
-72.87197445,-59.89760132,1039.844958,26752.75652,9049.409215,-27963.81356
-70.88632745,-99.09003032,1037.828621,25956.13954,10571.94729,-27431.64423
-104.0369395,-49.35830132,1034.912212,27736.66871,8896.371436,-27321.81105
-107.8823235,-99.06098532,1030.907316,27276.04796,10985.20225,-26335.52111
-59.20789445,-92.41179732,1035.84656,25869.94097,10652.42831,-27974.50001
-83.57360345,-67.53661132,1036.869871,26846.04842,9451.936006,-27150.56506
-122.4944795,-94.26330332,1036.865115,28007.18756,10347.05515,-26056.61722
-114.7198415,-77.06891332,1032.911357,27511.83742,10101.40337,-26422.3891
-78.63183345,-143.0540883,1033.830351,26143.99356,12586.56105,-26800.22326
-123.4462705,-115.2938563,1032.883091,27932.37918,10990.65921,-25967.86877
-97.20392345,-69.43387332,1038.856859,27170.95969,9293.772187,-27147.19724
-99.08325845,-139.2099853,1035.825303,26964.86547,12351.38197,-26069.38067
-108.8198895,-138.2466403,1033.848212,27375.51743,12354.73741,-25794.43423
-140.9489395,-137.2655243,1027.916663,28033.19644,12118.08378,-25065.17728
-110.8078505,-95.23331632,1032.89424,27438.19834,11067.45386,-26514.68864
-145.8135715,-142.0384903,1029.897216,28039.39987,12601.2019,-24885.11202
-188.6547185,-139.1356733,1023.972187,29520.442,12693.59528,-23696.68273
-118.5866495,-105.7409383,1031.897752,27524.98156,11148.19606,-26062.35685
-119.5616905,-103.8291743,1030.908633,27844.85869,10829.36056,-26420.10229
-181.7912325,-185.9833343,1016.991269,29611.9541,13096.34268,-23064.08913
-158.5017815,-108.5750273,1026.957722,28597.73616,11398.2366,-25058.7431
-200.3249765,-152.5079373,1021.983883,29205.599,13173.10247,-22977.82404
-150.7325375,-89.46252332,1030.93501,28343.057,10510.1244,-25240.69545
-122.4630125,-125.8080813,1033.864947,27617.35771,12034.72341,-25791.66269
-104.9695365,-91.41547832,1032.894792,27185.27312,10663.0113,-26968.21298
-134.1734635,-96.16965432,1029.9306,28013.84887,10588.17298,-25605.27479
-119.5484415,-118.1658023,1031.887707,27693.94588,11390.89874,-25699.75624
